PropertyID,PropertyCode,PropertyType,PropertyCategory,BuilderID,City,State,Country,Area,BuiltUpAreaSqFt,Bedrooms,Bathrooms,ParkingSlots,Facing,BasePrice,PricePerSqFt,TotalPropertyValue,LaunchDate,PossessionDate,ListingDate,AvailabilityStatus,FurnishingStatus,PropertyAgeYears,AgentID,OwnerID,Amenities,PropertyRating,PropertyStatus
1829,PRJ-APT-1829,Plot,Residential,15,Pune,Maharashtra,India,Pune Area,2256,1,3,1,East,10233216,4536,10233216,2022-11-18,2023-10-05,2021-12-28,Yes,Fully,8,14,805,"Pool,Gym,Lift",5,Available
1830,PRJ-APT-1830,Apartment,Residential,3,Mumbai,Maharashtra,India,Mumbai Area,899,4,2,2,North,10304338,11462,10304338,2022-04-11,2024-09-13,2022-11-07,No,Fully,8,33,363,"Pool,Gym,Lift",4.6,Available
1831,PRJ-APT-1831,Villa,Residential,3,Bangalore,Karnataka,India,Bangalore Area,1631,4,3,2,West,13958098,8558,13958098,2021-07-09,2025-10-15,2021-07-30,Yes,Unfurnished,4,44,982,"Pool,Gym,Lift",4.1,Under Construction
1832,PRJ-APT-1832,Villa,Residential,12,Ahmedabad,Gujarat,India,Ahmedabad Area,1147,2,3,0,West,7552995,6585,7552995,2021-02-26,2023-12-26,2025-07-22,Yes,Fully,5,47,295,"Pool,Gym,Lift",4.3,Available
1833,PRJ-APT-1833,Apartment,Residential,13,Bangalore,Karnataka,India,Bangalore Area,2495,1,2,2,South,16728975,6705,16728975,2022-12-17,2023-06-18,2022-05-09,No,Unfurnished,9,84,411,"Pool,Gym,Lift",3.1,Sold
1834,PRJ-APT-1834,Apartment,Residential,8,Bangalore,Karnataka,India,Bangalore Area,1273,2,4,0,North,5667396,4452,5667396,2021-07-30,2023-10-11,2021-04-24,Yes,Fully,2,1,932,"Pool,Gym,Lift",4.6,Leased
1835,PRJ-APT-1835,Plot,Residential,7,Delhi,Delhi,India,Delhi Area,659,3,2,0,South,4256481,6459,4256481,2022-06-08,2024-12-05,2022-08-06,No,Fully,1,61,236,"Pool,Gym,Lift",3.4,Under Construction
1836,PRJ-APT-1836,Plot,Residential,11,Bangalore,Karnataka,India,Bangalore Area,2409,2,2,0,East,15258606,6334,15258606,2022-05-12,2023-07-18,2025-03-24,Yes,Unfurnished,3,65,347,"Pool,Gym,Lift",4.1,Available
1837,PRJ-APT-1837,Apartment,Residential,7,Delhi,Delhi,India,Delhi Area,2242,1,3,0,West,11084448,4944,11084448,2019-09-23,2025-11-19,2023-03-03,Yes,Semi,3,39,793,"Pool,Gym,Lift",3.6,Leased
1838,PRJ-APT-1838,Villa,Residential,3,Pune,Maharashtra,India,Pune Area,1867,3,3,2,West,13996899,7497,13996899,2021-08-20,2022-06-30,2025-11-11,Yes,Fully,1,35,657,"Pool,Gym,Lift",3.3,Sold
1839,PRJ-APT-1839,Villa,Residential,10,Bangalore,Karnataka,India,Bangalore Area,1453,4,4,0,South,11836138,8146,11836138,2020-04-30,2022-02-06,2021-01-16,No,Semi,10,97,623,"Pool,Gym,Lift",5,Available
1840,PRJ-APT-1840,Apartment,Residential,12,Hyderabad,Telangana,India,Hyderabad Area,2006,5,3,0,West,23598584,11764,23598584,2021-09-23,2025-12-28,2021-06-03,Yes,Unfurnished,7,15,329,"Pool,Gym,Lift",4.9,Leased
1841,PRJ-APT-1841,Apartment,Residential,2,Pune,Maharashtra,India,Pune Area,1723,5,3,1,South,13556564,7868,13556564,2021-05-29,2022-12-20,2023-10-14,Yes,Unfurnished,4,60,316,"Pool,Gym,Lift",4.2,Available
1842,PRJ-APT-1842,Villa,Residential,17,Hyderabad,Telangana,India,Hyderabad Area,1315,2,1,1,East,10518685,7999,10518685,2020-04-28,2022-06-26,2023-07-11,Yes,Semi,10,69,586,"Pool,Gym,Lift",3.9,Available
1843,PRJ-APT-1843,Apartment,Residential,2,Bangalore,Karnataka,India,Bangalore Area,955,2,2,2,West,6643935,6957,6643935,2020-07-29,2022-06-16,2021-05-03,No,Semi,5,17,20,"Pool,Gym,Lift",3,Leased
1844,PRJ-APT-1844,Villa,Residential,11,Bangalore,Karnataka,India,Bangalore Area,1596,3,2,1,North,12472740,7815,12472740,2019-07-27,2022-09-03,2023-03-28,No,Semi,5,33,59,"Pool,Gym,Lift",4.3,Sold
1845,PRJ-APT-1845,Plot,Residential,17,Mumbai,Maharashtra,India,Mumbai Area,1300,2,3,1,North,12474800,9596,12474800,2021-10-29,2022-07-22,2021-02-11,No,Fully,3,100,785,"Pool,Gym,Lift",4.9,Sold
1846,PRJ-APT-1846,Plot,Residential,10,Mumbai,Maharashtra,India,Mumbai Area,2364,2,3,0,East,20687364,8751,20687364,2019-11-13,2023-06-06,2023-05-06,Yes,Semi,3,84,212,"Pool,Gym,Lift",4.4,Available
1847,PRJ-APT-1847,Villa,Residential,8,Delhi,Delhi,India,Delhi Area,1335,4,3,1,East,12115125,9075,12115125,2021-02-08,2024-12-10,2022-09-22,Yes,Semi,7,17,883,"Pool,Gym,Lift",3.6,Leased
1848,PRJ-APT-1848,Plot,Residential,13,Bangalore,Karnataka,India,Bangalore Area,926,4,1,1,East,8746996,9446,8746996,2020-08-26,2025-08-11,2025-09-19,Yes,Fully,1,59,252,"Pool,Gym,Lift",3.9,Available
1849,PRJ-APT-1849,Apartment,Residential,6,Bangalore,Karnataka,India,Bangalore Area,1508,4,1,0,North,6656312,4414,6656312,2021-06-09,2022-02-04,2021-04-12,Yes,Semi,8,42,490,"Pool,Gym,Lift",3.5,Under Construction
1850,PRJ-APT-1850,Villa,Residential,11,Mumbai,Maharashtra,India,Mumbai Area,2235,2,3,0,North,15848385,7091,15848385,2021-11-09,2022-04-24,2023-01-20,Yes,Semi,4,1,540,"Pool,Gym,Lift",4.3,Under Construction
1851,PRJ-APT-1851,Apartment,Residential,11,Hyderabad,Telangana,India,Hyderabad Area,1923,4,1,0,East,13578303,7061,13578303,2020-12-18,2025-09-13,2024-01-01,No,Unfurnished,6,41,190,"Pool,Gym,Lift",4.7,Available
1852,PRJ-APT-1852,Apartment,Residential,16,Chennai,Tamil Nadu,India,Chennai Area,927,4,1,2,North,4263273,4599,4263273,2020-09-08,2023-01-20,2024-09-25,Yes,Fully,4,27,247,"Pool,Gym,Lift",4,Leased
1853,PRJ-APT-1853,Plot,Residential,19,Chennai,Tamil Nadu,India,Chennai Area,1921,5,3,2,East,21021503,10943,21021503,2022-07-13,2022-03-10,2022-06-28,No,Fully,2,94,942,"Pool,Gym,Lift",4,Sold
1854,PRJ-APT-1854,Villa,Residential,8,Delhi,Delhi,India,Delhi Area,1161,1,1,1,North,9229950,7950,9229950,2022-05-17,2025-12-23,2023-07-21,No,Fully,1,72,999,"Pool,Gym,Lift",4.9,Available
1855,PRJ-APT-1855,Apartment,Residential,18,Ahmedabad,Gujarat,India,Ahmedabad Area,1842,5,2,2,East,10534398,5719,10534398,2020-01-04,2025-04-06,2025-03-22,Yes,Semi,0,98,638,"Pool,Gym,Lift",3.4,Sold
1856,PRJ-APT-1856,Apartment,Residential,16,Bangalore,Karnataka,India,Bangalore Area,2266,4,2,1,North,17314506,7641,17314506,2022-01-27,2024-06-22,2024-06-01,Yes,Fully,0,57,245,"Pool,Gym,Lift",4.7,Sold
1857,PRJ-APT-1857,Villa,Residential,20,Mumbai,Maharashtra,India,Mumbai Area,2392,4,4,0,North,12849824,5372,12849824,2019-06-23,2023-07-21,2023-07-09,Yes,Semi,9,34,305,"Pool,Gym,Lift",4.3,Available
1858,PRJ-APT-1858,Apartment,Residential,17,Ahmedabad,Gujarat,India,Ahmedabad Area,694,4,2,0,North,5059260,7290,5059260,2020-08-14,2025-10-01,2022-08-23,No,Unfurnished,3,75,94,"Pool,Gym,Lift",3.5,Available
1859,PRJ-APT-1859,Plot,Residential,20,Hyderabad,Telangana,India,Hyderabad Area,1956,4,1,2,East,20649492,10557,20649492,2021-05-27,2023-05-26,2021-05-11,No,Semi,10,37,153,"Pool,Gym,Lift",4.8,Under Construction
1860,PRJ-APT-1860,Plot,Residential,20,Hyderabad,Telangana,India,Hyderabad Area,2251,4,2,0,East,17393477,7727,17393477,2022-03-13,2023-08-24,2021-11-22,Yes,Fully,5,35,242,"Pool,Gym,Lift",4.6,Under Construction
1861,PRJ-APT-1861,Apartment,Residential,11,Pune,Maharashtra,India,Pune Area,1659,2,1,1,South,18499509,11151,18499509,2020-04-07,2024-01-30,2025-03-06,Yes,Unfurnished,6,42,119,"Pool,Gym,Lift",4.4,Sold
1862,PRJ-APT-1862,Apartment,Residential,9,Bangalore,Karnataka,India,Bangalore Area,1609,4,1,0,West,12884872,8008,12884872,2019-01-11,2023-03-13,2024-03-03,Yes,Unfurnished,0,17,198,"Pool,Gym,Lift",4.5,Leased
1863,PRJ-APT-1863,Plot,Residential,19,Bangalore,Karnataka,India,Bangalore Area,1021,1,1,1,North,4337208,4248,4337208,2022-01-10,2024-04-27,2022-03-01,No,Unfurnished,0,61,747,"Pool,Gym,Lift",4.5,Sold
1864,PRJ-APT-1864,Apartment,Residential,11,Ahmedabad,Gujarat,India,Ahmedabad Area,1890,4,1,2,North,18799830,9947,18799830,2019-08-07,2024-08-02,2025-01-14,Yes,Semi,8,78,882,"Pool,Gym,Lift",4.7,Leased
1865,PRJ-APT-1865,Plot,Residential,7,Mumbai,Maharashtra,India,Mumbai Area,2396,1,4,2,East,14308912,5972,14308912,2022-05-13,2022-05-16,2025-12-17,No,Fully,10,79,260,"Pool,Gym,Lift",4,Sold
1866,PRJ-APT-1866,Villa,Residential,15,Chennai,Tamil Nadu,India,Chennai Area,1211,2,4,1,South,6461896,5336,6461896,2020-02-01,2024-07-21,2023-10-08,No,Fully,4,64,252,"Pool,Gym,Lift",4.5,Under Construction
1867,PRJ-APT-1867,Plot,Residential,16,Chennai,Tamil Nadu,India,Chennai Area,1905,3,1,0,South,9528810,5002,9528810,2022-09-30,2022-08-12,2024-12-15,Yes,Fully,4,6,356,"Pool,Gym,Lift",3.2,Under Construction
1868,PRJ-APT-1868,Villa,Residential,9,Ahmedabad,Gujarat,India,Ahmedabad Area,1928,5,1,1,West,19079488,9896,19079488,2019-05-26,2025-12-31,2024-09-03,Yes,Semi,8,100,188,"Pool,Gym,Lift",4.1,Leased
1869,PRJ-APT-1869,Apartment,Residential,14,Hyderabad,Telangana,India,Hyderabad Area,1354,5,4,0,North,11121756,8214,11121756,2022-08-01,2024-03-15,2021-11-02,Yes,Semi,3,99,238,"Pool,Gym,Lift",3.7,Sold
1870,PRJ-APT-1870,Villa,Residential,6,Mumbai,Maharashtra,India,Mumbai Area,846,3,3,1,South,6197796,7326,6197796,2021-03-24,2025-07-07,2021-05-21,No,Unfurnished,8,52,319,"Pool,Gym,Lift",4.1,Leased
1871,PRJ-APT-1871,Apartment,Residential,7,Chennai,Tamil Nadu,India,Chennai Area,1456,1,1,2,North,6452992,4432,6452992,2021-10-01,2023-11-27,2023-04-06,No,Fully,6,89,512,"Pool,Gym,Lift",4.1,Sold
1872,PRJ-APT-1872,Villa,Residential,1,Mumbai,Maharashtra,India,Mumbai Area,2451,3,3,0,South,22279590,9090,22279590,2020-01-26,2024-07-03,2025-05-30,No,Semi,9,52,184,"Pool,Gym,Lift",4.8,Sold
1873,PRJ-APT-1873,Plot,Residential,4,Bangalore,Karnataka,India,Bangalore Area,639,5,2,0,West,4313250,6750,4313250,2021-06-24,2025-09-26,2024-09-19,No,Unfurnished,3,45,46,"Pool,Gym,Lift",3.4,Under Construction
1874,PRJ-APT-1874,Plot,Residential,4,Mumbai,Maharashtra,India,Mumbai Area,642,5,1,2,West,5465346,8513,5465346,2019-07-16,2023-01-29,2021-02-10,Yes,Fully,2,77,339,"Pool,Gym,Lift",4.5,Under Construction
1875,PRJ-APT-1875,Apartment,Residential,9,Hyderabad,Telangana,India,Hyderabad Area,2176,5,4,0,North,20839552,9577,20839552,2022-03-19,2023-04-04,2025-07-09,Yes,Fully,7,27,906,"Pool,Gym,Lift",3.6,Sold
1876,PRJ-APT-1876,Plot,Residential,2,Ahmedabad,Gujarat,India,Ahmedabad Area,2342,2,4,2,East,18663398,7969,18663398,2021-06-29,2022-07-02,2024-02-10,Yes,Fully,7,72,271,"Pool,Gym,Lift",3.5,Sold
1877,PRJ-APT-1877,Villa,Residential,2,Bangalore,Karnataka,India,Bangalore Area,2345,1,1,2,North,17796205,7589,17796205,2022-10-16,2024-10-04,2021-11-01,No,Unfurnished,6,22,199,"Pool,Gym,Lift",3.8,Under Construction
1878,PRJ-APT-1878,Plot,Residential,11,Bangalore,Karnataka,India,Bangalore Area,982,2,3,0,South,8636690,8795,8636690,2019-02-08,2024-08-08,2021-10-20,No,Semi,8,84,634,"Pool,Gym,Lift",3.5,Leased
1879,PRJ-APT-1879,Villa,Residential,12,Pune,Maharashtra,India,Pune Area,2038,5,3,2,South,15128074,7423,15128074,2021-01-24,2023-09-09,2021-12-23,Yes,Unfurnished,0,53,956,"Pool,Gym,Lift",4.5,Under Construction
1880,PRJ-APT-1880,Plot,Residential,2,Pune,Maharashtra,India,Pune Area,1822,1,2,2,East,13202212,7246,13202212,2021-07-04,2025-07-18,2022-03-30,No,Unfurnished,4,4,737,"Pool,Gym,Lift",4.2,Under Construction
1881,PRJ-APT-1881,Villa,Residential,2,Mumbai,Maharashtra,India,Mumbai Area,1974,3,2,2,North,14445732,7318,14445732,2020-11-02,2022-11-02,2023-09-21,No,Fully,10,15,503,"Pool,Gym,Lift",3.7,Under Construction
1882,PRJ-APT-1882,Villa,Residential,5,Ahmedabad,Gujarat,India,Ahmedabad Area,937,1,2,2,East,6514024,6952,6514024,2019-11-10,2023-08-27,2024-10-16,Yes,Unfurnished,0,28,272,"Pool,Gym,Lift",3.2,Sold
1883,PRJ-APT-1883,Apartment,Residential,20,Pune,Maharashtra,India,Pune Area,1632,5,1,0,West,13098432,8026,13098432,2021-08-13,2025-12-09,2021-09-28,Yes,Semi,5,9,871,"Pool,Gym,Lift",3.7,Leased
1884,PRJ-APT-1884,Plot,Residential,11,Bangalore,Karnataka,India,Bangalore Area,1626,2,3,2,North,10744608,6608,10744608,2021-02-20,2022-12-23,2025-12-13,No,Semi,0,41,16,"Pool,Gym,Lift",3.2,Available
1885,PRJ-APT-1885,Plot,Residential,1,Delhi,Delhi,India,Delhi Area,1808,2,4,1,South,20399664,11283,20399664,2021-05-31,2025-03-01,2022-04-11,No,Fully,5,49,897,"Pool,Gym,Lift",4.4,Available
1886,PRJ-APT-1886,Villa,Residential,7,Hyderabad,Telangana,India,Hyderabad Area,1514,3,3,2,North,9915186,6549,9915186,2021-10-12,2023-12-22,2023-06-02,No,Fully,3,98,75,"Pool,Gym,Lift",4.3,Under Construction
1887,PRJ-APT-1887,Villa,Residential,9,Ahmedabad,Gujarat,India,Ahmedabad Area,2351,5,4,0,East,26719115,11365,26719115,2019-05-31,2024-04-06,2022-04-18,No,Semi,6,97,508,"Pool,Gym,Lift",4.8,Leased
1888,PRJ-APT-1888,Apartment,Residential,7,Ahmedabad,Gujarat,India,Ahmedabad Area,1640,5,2,0,South,13057680,7962,13057680,2019-01-07,2025-02-01,2022-06-12,No,Semi,5,13,295,"Pool,Gym,Lift",3.5,Leased
1889,PRJ-APT-1889,Apartment,Residential,6,Mumbai,Maharashtra,India,Mumbai Area,2455,3,2,1,East,12937850,5270,12937850,2022-08-24,2024-12-30,2024-11-27,Yes,Semi,0,61,841,"Pool,Gym,Lift",4.1,Leased
1890,PRJ-APT-1890,Apartment,Residential,13,Bangalore,Karnataka,India,Bangalore Area,1900,1,1,2,East,15794700,8313,15794700,2022-12-14,2022-05-14,2025-03-31,Yes,Unfurnished,2,18,760,"Pool,Gym,Lift",3.5,Sold
1891,PRJ-APT-1891,Villa,Residential,20,Pune,Maharashtra,India,Pune Area,1486,4,2,2,North,6059908,4078,6059908,2019-02-04,2023-02-28,2021-06-07,Yes,Unfurnished,8,67,429,"Pool,Gym,Lift",4.5,Leased
1892,PRJ-APT-1892,Plot,Residential,11,Chennai,Tamil Nadu,India,Chennai Area,1623,4,4,1,North,13508229,8323,13508229,2021-01-27,2022-02-25,2021-03-28,No,Unfurnished,8,50,225,"Pool,Gym,Lift",4.3,Leased
1893,PRJ-APT-1893,Apartment,Residential,7,Delhi,Delhi,India,Delhi Area,1005,3,1,2,South,6797820,6764,6797820,2021-11-02,2023-04-20,2023-08-04,No,Fully,0,89,61,"Pool,Gym,Lift",3.3,Available
1894,PRJ-APT-1894,Apartment,Residential,13,Bangalore,Karnataka,India,Bangalore Area,1099,4,2,0,South,7301756,6644,7301756,2021-06-22,2023-02-21,2021-09-07,Yes,Semi,4,14,485,"Pool,Gym,Lift",4,Under Construction
1895,PRJ-APT-1895,Villa,Residential,10,Ahmedabad,Gujarat,India,Ahmedabad Area,1672,2,3,1,South,18229816,10903,18229816,2020-09-06,2024-01-08,2021-09-24,Yes,Semi,5,82,715,"Pool,Gym,Lift",3.1,Sold
1896,PRJ-APT-1896,Plot,Residential,20,Delhi,Delhi,India,Delhi Area,2191,2,2,1,North,13842738,6318,13842738,2021-01-18,2023-10-26,2025-12-10,No,Semi,1,73,381,"Pool,Gym,Lift",3.6,Under Construction
1897,PRJ-APT-1897,Plot,Residential,16,Delhi,Delhi,India,Delhi Area,1753,2,2,0,North,16076763,9171,16076763,2019-04-26,2025-08-17,2025-02-11,No,Unfurnished,5,62,873,"Pool,Gym,Lift",3.5,Available
1898,PRJ-APT-1898,Villa,Residential,6,Ahmedabad,Gujarat,India,Ahmedabad Area,1391,2,4,0,North,7216508,5188,7216508,2021-02-21,2024-07-26,2021-08-19,Yes,Fully,8,10,582,"Pool,Gym,Lift",4.4,Leased
1899,PRJ-APT-1899,Villa,Residential,16,Mumbai,Maharashtra,India,Mumbai Area,2195,4,4,2,North,15334270,6986,15334270,2022-09-14,2024-08-04,2025-08-01,Yes,Fully,4,95,224,"Pool,Gym,Lift",4.7,Available
1900,PRJ-APT-1900,Villa,Residential,5,Ahmedabad,Gujarat,India,Ahmedabad Area,828,1,4,2,West,4110192,4964,4110192,2019-08-24,2025-03-15,2023-04-09,No,Semi,3,31,894,"Pool,Gym,Lift",4.2,Sold
1901,PRJ-APT-1901,Plot,Residential,20,Hyderabad,Telangana,India,Hyderabad Area,1801,4,2,0,West,21392278,11878,21392278,2020-01-07,2022-11-02,2025-06-02,Yes,Unfurnished,0,48,74,"Pool,Gym,Lift",4.5,Under Construction
1902,PRJ-APT-1902,Plot,Residential,15,Chennai,Tamil Nadu,India,Chennai Area,1710,2,4,2,West,12852360,7516,12852360,2020-11-02,2022-01-23,2025-05-12,No,Semi,0,80,17,"Pool,Gym,Lift",3.5,Available
1903,PRJ-APT-1903,Plot,Residential,10,Pune,Maharashtra,India,Pune Area,2471,4,4,1,South,23326240,9440,23326240,2019-09-21,2023-10-31,2021-07-09,No,Semi,3,55,648,"Pool,Gym,Lift",3.1,Under Construction
1904,PRJ-APT-1904,Plot,Residential,5,Hyderabad,Telangana,India,Hyderabad Area,2153,4,2,0,East,25278373,11741,25278373,2019-12-24,2025-12-21,2021-06-01,No,Unfurnished,0,74,335,"Pool,Gym,Lift",4.3,Leased
1905,PRJ-APT-1905,Apartment,Residential,14,Chennai,Tamil Nadu,India,Chennai Area,1402,5,2,2,West,6142162,4381,6142162,2022-02-08,2023-09-13,2024-10-20,Yes,Semi,2,66,232,"Pool,Gym,Lift",3.2,Sold
1906,PRJ-APT-1906,Villa,Residential,19,Mumbai,Maharashtra,India,Mumbai Area,2284,2,4,1,South,26297976,11514,26297976,2021-08-26,2025-11-23,2021-01-21,No,Fully,10,10,467,"Pool,Gym,Lift",4.9,Available
1907,PRJ-APT-1907,Villa,Residential,8,Mumbai,Maharashtra,India,Mumbai Area,2335,3,1,0,North,18738375,8025,18738375,2020-08-10,2023-02-10,2022-05-13,No,Semi,4,54,435,"Pool,Gym,Lift",4.8,Available
1908,PRJ-APT-1908,Plot,Residential,16,Chennai,Tamil Nadu,India,Chennai Area,738,4,3,0,West,6343848,8596,6343848,2020-09-14,2024-02-08,2025-09-18,No,Fully,6,70,995,"Pool,Gym,Lift",3.3,Leased
1909,PRJ-APT-1909,Apartment,Residential,17,Mumbai,Maharashtra,India,Mumbai Area,1048,5,3,0,South,7730048,7376,7730048,2019-07-18,2024-03-20,2023-06-20,Yes,Fully,2,2,200,"Pool,Gym,Lift",3.3,Sold
1910,PRJ-APT-1910,Plot,Residential,11,Pune,Maharashtra,India,Pune Area,2264,1,1,0,East,19425120,8580,19425120,2022-02-16,2023-11-26,2022-02-04,No,Unfurnished,4,55,162,"Pool,Gym,Lift",3.4,Under Construction
1911,PRJ-APT-1911,Plot,Residential,19,Delhi,Delhi,India,Delhi Area,1642,5,4,1,East,10365946,6313,10365946,2021-03-26,2025-08-23,2024-02-25,Yes,Fully,2,63,122,"Pool,Gym,Lift",4,Under Construction
1912,PRJ-APT-1912,Villa,Residential,19,Pune,Maharashtra,India,Pune Area,2296,1,1,2,East,15256920,6645,15256920,2019-09-11,2023-11-14,2023-03-01,Yes,Fully,1,25,731,"Pool,Gym,Lift",4.9,Under Construction
1913,PRJ-APT-1913,Apartment,Residential,16,Pune,Maharashtra,India,Pune Area,1513,4,4,2,North,10401875,6875,10401875,2019-10-16,2022-08-27,2021-12-05,Yes,Unfurnished,3,22,28,"Pool,Gym,Lift",4.6,Leased
1914,PRJ-APT-1914,Apartment,Residential,13,Chennai,Tamil Nadu,India,Chennai Area,972,1,1,0,West,5760072,5926,5760072,2020-04-04,2025-07-01,2022-11-30,No,Fully,6,2,428,"Pool,Gym,Lift",3.5,Sold
1915,PRJ-APT-1915,Villa,Residential,20,Ahmedabad,Gujarat,India,Ahmedabad Area,1589,4,2,0,East,15356096,9664,15356096,2019-03-09,2022-11-25,2021-12-14,No,Semi,1,37,385,"Pool,Gym,Lift",4.3,Under Construction
1916,PRJ-APT-1916,Plot,Residential,19,Bangalore,Karnataka,India,Bangalore Area,1678,3,2,2,South,7057668,4206,7057668,2020-10-30,2022-09-23,2025-04-28,No,Unfurnished,1,95,652,"Pool,Gym,Lift",4.4,Available
1917,PRJ-APT-1917,Apartment,Residential,7,Ahmedabad,Gujarat,India,Ahmedabad Area,1315,2,3,2,East,11424720,8688,11424720,2022-08-26,2022-04-01,2021-08-06,Yes,Fully,1,70,273,"Pool,Gym,Lift",5,Sold
1918,PRJ-APT-1918,Villa,Residential,2,Pune,Maharashtra,India,Pune Area,1159,1,4,1,North,4895616,4224,4895616,2019-04-28,2025-04-27,2023-10-15,No,Fully,8,46,880,"Pool,Gym,Lift",4.7,Sold
1919,PRJ-APT-1919,Villa,Residential,16,Delhi,Delhi,India,Delhi Area,1733,3,4,1,South,18872370,10890,18872370,2020-10-12,2024-10-23,2022-03-06,Yes,Unfurnished,0,34,789,"Pool,Gym,Lift",3.8,Available
1920,PRJ-APT-1920,Plot,Residential,16,Mumbai,Maharashtra,India,Mumbai Area,674,3,3,0,West,5472880,8120,5472880,2019-06-15,2022-05-19,2021-11-17,Yes,Semi,1,17,831,"Pool,Gym,Lift",3.6,Available
1921,PRJ-APT-1921,Plot,Residential,11,Delhi,Delhi,India,Delhi Area,646,5,2,1,South,2845630,4405,2845630,2020-09-19,2023-01-12,2025-11-05,Yes,Semi,2,31,530,"Pool,Gym,Lift",4.8,Under Construction
1922,PRJ-APT-1922,Apartment,Residential,19,Mumbai,Maharashtra,India,Mumbai Area,1176,1,2,0,West,11169648,9498,11169648,2020-05-20,2025-08-12,2025-03-08,No,Unfurnished,6,88,789,"Pool,Gym,Lift",3.6,Under Construction
1923,PRJ-APT-1923,Villa,Residential,8,Hyderabad,Telangana,India,Hyderabad Area,1487,2,2,1,East,13671478,9194,13671478,2020-07-01,2024-01-19,2023-11-30,Yes,Semi,7,67,801,"Pool,Gym,Lift",4.2,Sold
1924,PRJ-APT-1924,Plot,Residential,11,Bangalore,Karnataka,India,Bangalore Area,2333,1,1,2,East,18939294,8118,18939294,2022-08-04,2022-11-25,2022-05-18,No,Fully,4,75,398,"Pool,Gym,Lift",3.4,Sold
1925,PRJ-APT-1925,Apartment,Residential,6,Bangalore,Karnataka,India,Bangalore Area,1001,4,3,0,West,7253246,7246,7253246,2019-10-06,2025-11-16,2021-04-05,No,Semi,2,12,621,"Pool,Gym,Lift",3.1,Sold
1926,PRJ-APT-1926,Apartment,Residential,4,Chennai,Tamil Nadu,India,Chennai Area,928,4,3,2,East,10757376,11592,10757376,2022-05-29,2024-08-09,2024-01-11,No,Semi,7,21,798,"Pool,Gym,Lift",3.2,Under Construction
1927,PRJ-APT-1927,Apartment,Residential,5,Chennai,Tamil Nadu,India,Chennai Area,869,2,3,2,South,5431250,6250,5431250,2020-01-26,2023-09-18,2022-12-04,No,Unfurnished,4,22,59,"Pool,Gym,Lift",3.7,Sold
1928,PRJ-APT-1928,Villa,Residential,11,Chennai,Tamil Nadu,India,Chennai Area,1304,1,3,2,East,8545112,6553,8545112,2021-03-03,2023-05-02,2025-02-23,Yes,Unfurnished,9,29,424,"Pool,Gym,Lift",3.4,Leased
1929,PRJ-APT-1929,Plot,Residential,12,Hyderabad,Telangana,India,Hyderabad Area,1395,5,4,2,South,9370215,6717,9370215,2022-06-22,2025-03-14,2023-01-31,Yes,Semi,0,97,162,"Pool,Gym,Lift",4.9,Available
1930,PRJ-APT-1930,Plot,Residential,13,Ahmedabad,Gujarat,India,Ahmedabad Area,826,3,3,0,East,6311466,7641,6311466,2020-08-14,2023-05-29,2021-05-25,Yes,Semi,9,10,773,"Pool,Gym,Lift",3.3,Leased
1931,PRJ-APT-1931,Plot,Residential,7,Bangalore,Karnataka,India,Bangalore Area,1491,5,4,1,North,6242817,4187,6242817,2019-12-06,2025-09-02,2023-01-03,Yes,Unfurnished,8,13,31,"Pool,Gym,Lift",4.2,Under Construction
1932,PRJ-APT-1932,Plot,Residential,15,Hyderabad,Telangana,India,Hyderabad Area,1564,4,3,2,East,6573492,4203,6573492,2020-01-14,2022-10-16,2023-07-13,No,Unfurnished,2,3,937,"Pool,Gym,Lift",4.6,Sold
1933,PRJ-APT-1933,Plot,Residential,8,Bangalore,Karnataka,India,Bangalore Area,1751,2,4,2,South,9782837,5587,9782837,2019-07-12,2023-11-10,2023-02-25,No,Fully,7,38,161,"Pool,Gym,Lift",4.4,Under Construction
1934,PRJ-APT-1934,Villa,Residential,3,Hyderabad,Telangana,India,Hyderabad Area,1693,1,2,1,West,11265222,6654,11265222,2019-05-06,2025-08-31,2023-06-23,Yes,Unfurnished,9,48,492,"Pool,Gym,Lift",4.5,Available
1935,PRJ-APT-1935,Apartment,Residential,9,Hyderabad,Telangana,India,Hyderabad Area,2401,4,4,2,East,28120512,11712,28120512,2019-08-15,2025-04-20,2022-10-01,Yes,Unfurnished,2,75,395,"Pool,Gym,Lift",4.7,Available
1936,PRJ-APT-1936,Apartment,Residential,7,Bangalore,Karnataka,India,Bangalore Area,2335,4,1,0,West,16812000,7200,16812000,2020-10-12,2025-09-02,2024-10-01,Yes,Fully,10,80,123,"Pool,Gym,Lift",4.8,Leased
1937,PRJ-APT-1937,Apartment,Residential,11,Bangalore,Karnataka,India,Bangalore Area,1084,3,3,1,West,5683412,5243,5683412,2022-07-13,2025-12-15,2025-11-06,No,Unfurnished,0,69,440,"Pool,Gym,Lift",4.8,Sold
1938,PRJ-APT-1938,Plot,Residential,16,Ahmedabad,Gujarat,India,Ahmedabad Area,1999,1,4,2,East,20917536,10464,20917536,2019-06-09,2024-11-19,2025-08-17,Yes,Unfurnished,8,75,684,"Pool,Gym,Lift",5,Leased
