SalesID,PropertyID,AgentID,CustomerID,SaleDate,AgreementDate,RegistrationDate,PropertyType,City,BasePrice,DiscountAmount,FinalSalePrice,GSTAmount,RegistrationCharges,TotalDealValue,CommissionPercent,CommissionAmount,SaleType,PaymentType,LoanRequired,BankName,LoanAmount,DownPaymentAmount,State,ProjectName,SaleStatus
1007,4059,24,441,2024-10-04,2024-09-14,2024-10-19,Plot,Chennai,15731827,360078,15371749,768587,922304,17062640,2,307434,New Sale,Mixed,Yes,Axis,8817759,3711856,Telangana,Golden Plaza,Negotiation
1008,1344,64,773,2024-04-21,2024-04-01,2024-05-06,Plot,Hyderabad,14541191,359171,14182020,709101,850921,15742042,3,425460,New Sale,Cash,No,SBI,8018742,1445532,Telangana,Urban Heights,Lost
1009,2089,28,959,2023-04-12,2023-03-23,2023-04-27,Apartment,Chennai,18040920,132409,17908511,895425,1074510,19878446,2,358170,New Sale,Cash,No,Axis,2481339,1951602,Maharashtra,Urban Enclave,Cancelled
1010,2088,29,445,2025-06-14,2025-05-25,2025-06-29,Apartment,Ahmedabad,10431268,327233,10104035,505201,606242,11215478,3,303121,Resale,Mixed,No,SBI,2986467,968366,Delhi,Emerald Garden,Lost
1011,815,39,55,2022-03-27,2022-03-07,2022-04-11,Villa,Mumbai,16828801,125779,16703022,835151,1002181,18540354,1,167030,New Sale,Loan,No,Axis,4227371,1865978,Maharashtra,Golden Towers,Lead
1012,430,33,151,2024-01-14,2023-12-25,2024-01-29,Plot,Chennai,17845782,85122,17760660,888033,1065639,19714332,3,532819,Resale,Cash,No,Kotak,1808256,1572679,Delhi,Urban Residency,Lost
1013,3750,87,162,2022-12-23,2022-12-03,2023-01-07,Villa,Ahmedabad,11950920,314315,11636605,581830,698196,12916631,2,232732,Resale,Mixed,Yes,Kotak,7489156,891254,Maharashtra,Silver Enclave,Site Visit
1014,4199,31,501,2025-11-26,2025-11-06,2025-12-11,Villa,Mumbai,8231656,232805,7998851,399942,479931,8878724,2,159977,New Sale,Cash,No,SBI,6138056,522577,Maharashtra,Royal Residency,Cancelled
1015,4209,63,524,2024-07-12,2024-06-22,2024-07-27,Apartment,Hyderabad,11350028,485370,10864658,543232,651879,12059769,1,108646,Resale,Mixed,No,ICICI,4641358,2243430,Karnataka,Urban Heights,Negotiation
1016,2247,10,134,2024-07-11,2024-06-21,2024-07-26,Plot,Hyderabad,14269183,254353,14014830,700741,840889,15556460,3,420444,Resale,Cash,No,HDFC,4105848,3211005,Maharashtra,Emerald Homes,Lost
1017,4131,1,857,2025-09-09,2025-08-20,2025-09-24,Villa,Delhi,16621342,150102,16471240,823562,988274,18283076,3,494137,Resale,Loan,Yes,Kotak,3780708,2764251,Maharashtra,Silver Apartments,Site Visit
1018,2427,25,568,2023-03-21,2023-03-01,2023-04-05,Villa,Delhi,17559661,158818,17400843,870042,1044050,19314935,3,522025,New Sale,Cash,Yes,HDFC,4149894,2493030,Karnataka,Urban Heights,Site Visit
1019,1120,41,665,2025-11-13,2025-10-24,2025-11-28,Plot,Ahmedabad,4024060,156756,3867304,193365,232038,4292707,3,116019,Resale,Mixed,No,Kotak,4804361,1784501,Gujarat,Emerald Residency,Site Visit
1020,2532,87,505,2023-09-10,2023-08-21,2023-09-25,Plot,Hyderabad,8416098,161324,8254774,412738,495286,9162798,1,82547,New Sale,Cash,Yes,Kotak,3033626,1659329,Delhi,Royal Residency,Registered
1021,1290,18,273,2024-02-27,2024-02-07,2024-03-13,Villa,Ahmedabad,8993416,420225,8573191,428659,514391,9516241,2,171463,New Sale,Cash,No,SBI,8405729,1192077,Tamil Nadu,Urban Residency,Agreement Signed
1022,3854,30,305,2021-01-26,2021-01-06,2021-02-10,Villa,Hyderabad,17694270,242788,17451482,872574,1047088,19371144,1,174514,New Sale,Mixed,No,Axis,2894309,4254090,Telangana,Palm Heights,Lead
1023,107,95,345,2022-02-28,2022-02-08,2022-03-15,Apartment,Mumbai,17828902,432787,17396115,869805,1043766,19309686,1,173961,Resale,Cash,Yes,HDFC,8888074,658959,Karnataka,Urban Homes,Cancelled
1024,2721,75,127,2025-01-16,2024-12-27,2025-01-31,Apartment,Bangalore,17325336,472382,16852954,842647,1011177,18706778,3,505588,Resale,Cash,Yes,Kotak,7904192,4144078,Tamil Nadu,Greenfield Vista,Agreement Signed
1025,3289,89,355,2025-04-21,2025-04-01,2025-05-06,Villa,Hyderabad,11298753,357352,10941401,547070,656484,12144955,3,328242,Resale,Loan,Yes,ICICI,3152074,4642893,Gujarat,Golden Towers,Booked
1026,24,64,275,2025-07-30,2025-07-10,2025-08-14,Plot,Chennai,17899119,180923,17718196,885909,1063091,19667196,1,177181,New Sale,Mixed,Yes,Kotak,8774526,1679468,Maharashtra,Royal Towers,Lost
1027,3194,69,444,2024-08-16,2024-07-27,2024-08-31,Villa,Ahmedabad,17393467,166215,17227252,861362,1033635,19122249,2,344545,Resale,Mixed,No,ICICI,9472093,3222572,Karnataka,Emerald Enclave,Agreement Signed
1028,3509,95,915,2025-02-13,2025-01-24,2025-02-28,Apartment,Bangalore,18800630,467963,18332667,916633,1099960,20349260,2,366653,New Sale,Mixed,No,Axis,5475140,4600415,Delhi,Greenfield Vista,Registered
1029,988,12,168,2025-11-15,2025-10-26,2025-11-30,Villa,Bangalore,8902565,68595,8833970,441698,530038,9805706,1,88339,Resale,Mixed,Yes,ICICI,5630991,628950,Karnataka,Sunrise Towers,Lost
1030,2511,15,506,2023-01-09,2022-12-20,2023-01-24,Villa,Chennai,12287341,223417,12063924,603196,723835,13390955,2,241278,New Sale,Cash,No,Kotak,3904279,3803373,Maharashtra,Skyline Residency,Site Visit
1031,3476,93,237,2021-04-22,2021-04-02,2021-05-07,Plot,Chennai,9124209,205215,8918994,445949,535139,9900082,2,178379,New Sale,Cash,No,Kotak,1329059,2438114,Tamil Nadu,Sunrise Heights,Agreement Signed
1032,4509,53,523,2022-08-01,2022-07-12,2022-08-16,Villa,Pune,16380517,465659,15914858,795742,954891,17665491,1,159148,New Sale,Loan,No,Kotak,7102876,2395468,Telangana,Silver Apartments,Lost
1033,2152,46,748,2024-10-28,2024-10-08,2024-11-12,Plot,Hyderabad,4370736,376943,3993793,199689,239627,4433109,2,79875,New Sale,Loan,No,SBI,2175707,2190069,Karnataka,Sunrise Apartments,Lead
1034,3779,42,912,2022-01-16,2021-12-27,2022-01-31,Apartment,Ahmedabad,5135524,67258,5068266,253413,304095,5625774,3,152047,Resale,Mixed,No,HDFC,4730418,1978669,Karnataka,Elite Enclave,Lead
1035,4259,91,835,2021-04-13,2021-03-24,2021-04-28,Apartment,Pune,5376387,263222,5113165,255658,306789,5675612,2,102263,New Sale,Mixed,Yes,Kotak,1605458,4635444,Gujarat,Skyline Heights,Lost
1036,352,60,526,2022-08-15,2022-07-26,2022-08-30,Villa,Pune,18956720,446024,18510696,925534,1110641,20546871,3,555320,New Sale,Cash,No,Kotak,7207457,3597893,Delhi,Golden Garden,Registered
1037,3158,60,664,2022-12-23,2022-12-03,2023-01-07,Villa,Delhi,5506928,435479,5071449,253572,304286,5629307,1,50714,New Sale,Cash,No,ICICI,9493159,3542059,Karnataka,Skyline Vista,Lost
1038,952,69,920,2023-06-22,2023-06-02,2023-07-07,Plot,Mumbai,14972613,472939,14499674,724983,869980,16094637,2,289993,Resale,Cash,No,ICICI,7612247,3454914,Gujarat,Elite Enclave,Negotiation
1039,4236,41,835,2024-01-06,2023-12-17,2024-01-21,Plot,Chennai,19875523,377740,19497783,974889,1169866,21642538,1,194977,Resale,Cash,Yes,Axis,5841452,947789,Gujarat,Emerald Garden,Registered
1040,2065,32,902,2021-05-17,2021-04-27,2021-06-01,Apartment,Delhi,15551128,281569,15269559,763477,916173,16949209,3,458086,New Sale,Loan,Yes,SBI,5698579,4912661,Telangana,Golden Garden,Agreement Signed
1041,2339,60,482,2022-07-17,2022-06-27,2022-08-01,Villa,Hyderabad,19873775,463808,19409967,970498,1164598,21545063,2,388199,Resale,Mixed,No,Kotak,7379856,891889,Tamil Nadu,Urban Enclave,Lost
1042,773,30,623,2022-05-26,2022-05-06,2022-06-10,Apartment,Hyderabad,12800206,112818,12687388,634369,761243,14083000,1,126873,New Sale,Loan,Yes,ICICI,3953014,3218785,Maharashtra,Emerald Residency,Negotiation
1043,2888,36,744,2024-07-07,2024-06-17,2024-07-22,Villa,Hyderabad,18624052,187506,18436546,921827,1106192,20464565,3,553096,Resale,Loan,Yes,Axis,5371113,4863679,Tamil Nadu,Urban Heights,Agreement Signed
1044,1122,58,414,2023-04-11,2023-03-22,2023-04-26,Villa,Bangalore,8623016,96047,8526969,426348,511618,9464935,2,170539,Resale,Cash,Yes,ICICI,8254948,4176891,Tamil Nadu,Emerald Residency,Lost
1045,2585,59,762,2022-10-01,2022-09-11,2022-10-16,Apartment,Bangalore,15725675,59438,15666237,783311,939974,17389522,3,469987,Resale,Mixed,No,ICICI,8175672,3389010,Maharashtra,Silver Apartments,Site Visit
1046,4111,31,693,2021-10-05,2021-09-15,2021-10-20,Villa,Bangalore,7357493,338736,7018757,350937,421125,7790819,2,140375,Resale,Cash,Yes,Axis,6843526,3789680,Delhi,Urban Garden,Registered
1047,664,83,577,2022-10-17,2022-09-27,2022-11-01,Plot,Chennai,13817860,458277,13359583,667979,801574,14829136,1,133595,New Sale,Cash,No,Axis,6761991,1431970,Delhi,Palm Garden,Registered
1048,515,48,565,2024-02-15,2024-01-26,2024-03-01,Plot,Hyderabad,13776428,482364,13294064,664703,797643,14756410,2,265881,New Sale,Cash,Yes,Axis,7627843,4587051,Delhi,Emerald Garden,Booked
1049,4832,88,44,2022-02-22,2022-02-02,2022-03-09,Apartment,Mumbai,17632288,209434,17422854,871142,1045371,19339367,1,174228,New Sale,Mixed,Yes,Kotak,2842396,4631080,Delhi,Skyline Plaza,Lost
1050,570,4,595,2025-02-20,2025-01-31,2025-03-07,Villa,Chennai,13947762,383183,13564579,678228,813874,15056681,3,406937,New Sale,Cash,No,SBI,5609349,4073675,Delhi,Emerald Vista,Lead
1051,447,56,127,2024-01-14,2023-12-25,2024-01-29,Apartment,Mumbai,11878233,244124,11634109,581705,698046,12913860,2,232682,Resale,Mixed,Yes,Axis,4420186,2304583,Gujarat,Golden Garden,Site Visit
1052,3558,43,874,2023-03-24,2023-03-04,2023-04-08,Villa,Bangalore,5536406,426519,5109887,255494,306593,5671974,3,153296,Resale,Loan,Yes,Axis,1722870,3395642,Delhi,Golden Plaza,Agreement Signed
1053,1087,30,207,2025-12-05,2025-11-15,2025-12-20,Apartment,Chennai,15801409,248304,15553105,777655,933186,17263946,1,155531,Resale,Loan,No,ICICI,4599079,4711865,Maharashtra,Silver Plaza,Booked
1054,3089,64,661,2024-12-11,2024-11-21,2024-12-26,Plot,Hyderabad,16029283,416161,15613122,780656,936787,17330565,3,468393,New Sale,Cash,No,Axis,2347722,1366987,Delhi,Sunrise Heights,Lead
1055,431,44,954,2025-10-28,2025-10-08,2025-11-12,Villa,Chennai,19393207,76582,19316625,965831,1158997,21441453,1,193166,Resale,Mixed,Yes,Axis,7648233,639583,Gujarat,Greenfield Vista,Lost
1056,1031,76,142,2022-02-10,2022-01-21,2022-02-25,Plot,Bangalore,17980070,167070,17813000,890650,1068780,19772430,3,534390,Resale,Loan,Yes,HDFC,3267701,4662835,Telangana,Silver Apartments,Lost
1057,3056,96,371,2022-10-23,2022-10-03,2022-11-07,Villa,Pune,16665869,17753,16648116,832405,998886,18479407,3,499443,New Sale,Mixed,Yes,Axis,3121867,1187021,Gujarat,Skyline Residency,Site Visit
1058,4337,94,60,2023-11-03,2023-10-14,2023-11-18,Villa,Mumbai,9376576,421634,8954942,447747,537296,9939985,2,179098,Resale,Mixed,Yes,Axis,4360734,3935949,Tamil Nadu,Urban Park,Registered
1059,4165,47,208,2025-01-25,2025-01-05,2025-02-09,Villa,Mumbai,6302974,298035,6004939,300246,360296,6665481,1,60049,Resale,Loan,No,SBI,6280240,3926577,Maharashtra,Urban Heights,Site Visit
1060,818,46,439,2023-04-30,2023-04-10,2023-05-15,Plot,Mumbai,17154210,54358,17099852,854992,1025991,18980835,1,170998,Resale,Loan,Yes,HDFC,6702826,4587233,Karnataka,Silver Plaza,Site Visit
1061,3503,73,143,2021-07-07,2021-06-17,2021-07-22,Apartment,Delhi,14144037,34309,14109728,705486,846583,15661797,3,423291,New Sale,Cash,No,ICICI,5592898,4717433,Tamil Nadu,Royal Park,Negotiation
1062,2751,33,805,2023-03-04,2023-02-12,2023-03-19,Apartment,Bangalore,17672925,494280,17178645,858932,1030718,19068295,2,343572,New Sale,Mixed,Yes,HDFC,7012793,607957,Gujarat,Urban Heights,Lost
1063,277,20,456,2021-01-04,2020-12-15,2021-01-19,Plot,Mumbai,14084241,346226,13738015,686900,824280,15249195,1,137380,Resale,Mixed,Yes,SBI,3649598,1421186,Gujarat,Sunrise Heights,Site Visit
1064,3583,69,590,2021-09-06,2021-08-17,2021-09-21,Apartment,Hyderabad,7526759,408476,7118283,355914,427096,7901293,3,213548,New Sale,Loan,Yes,ICICI,6631001,1210297,Tamil Nadu,Urban Park,Site Visit
1065,4144,72,388,2021-04-15,2021-03-26,2021-04-30,Villa,Mumbai,17176766,7215,17169551,858477,1030173,19058201,2,343391,New Sale,Cash,No,Kotak,1306077,1860538,Karnataka,Elite Park,Booked
1066,1645,89,674,2025-10-05,2025-09-15,2025-10-20,Villa,Ahmedabad,13735830,54327,13681503,684075,820890,15186468,3,410445,New Sale,Loan,No,Axis,4590589,1693800,Karnataka,Golden Plaza,Agreement Signed
1067,4650,62,829,2022-08-02,2022-07-13,2022-08-17,Apartment,Pune,7747024,13724,7733300,386665,463998,8583963,3,231999,New Sale,Cash,Yes,ICICI,5926587,3302166,Delhi,Urban Garden,Cancelled
1068,1851,81,389,2023-08-22,2023-08-02,2023-09-06,Apartment,Hyderabad,13597482,161699,13435783,671789,806146,14913718,2,268715,New Sale,Cash,Yes,Axis,4251721,3480549,Maharashtra,Palm Heights,Agreement Signed
1069,3796,10,49,2021-06-07,2021-05-18,2021-06-22,Villa,Pune,5451764,410210,5041554,252077,302493,5596124,1,50415,Resale,Loan,No,Kotak,2742315,2329531,Delhi,Skyline Vista,Agreement Signed
1070,3265,83,5,2024-06-24,2024-06-04,2024-07-09,Apartment,Mumbai,7847417,162550,7684867,384243,461092,8530202,3,230546,New Sale,Loan,No,SBI,9185115,2103194,Telangana,Greenfield Garden,Cancelled
1071,3495,28,713,2021-11-09,2021-10-20,2021-11-24,Apartment,Chennai,11694276,148471,11545805,577290,692748,12815843,2,230916,Resale,Cash,Yes,Axis,9708312,609136,Gujarat,Elite Park,Lead
1072,2721,30,549,2023-06-07,2023-05-18,2023-06-22,Apartment,Ahmedabad,16576231,365351,16210880,810544,972652,17994076,3,486326,Resale,Cash,No,HDFC,3230706,823090,Telangana,Emerald Residency,Registered
1073,3449,61,195,2025-07-01,2025-06-11,2025-07-16,Plot,Ahmedabad,4174205,435729,3738476,186923,224308,4149707,2,74769,Resale,Loan,No,Axis,9506373,942113,Karnataka,Golden Plaza,Negotiation
1074,2880,83,387,2023-03-27,2023-03-07,2023-04-11,Apartment,Delhi,9505905,479400,9026505,451325,541590,10019420,1,90265,New Sale,Cash,No,Axis,7133967,3193094,Karnataka,Greenfield Garden,Cancelled
1075,4596,65,887,2023-05-20,2023-04-30,2023-06-04,Apartment,Hyderabad,7555610,99362,7456248,372812,447374,8276434,1,74562,New Sale,Cash,Yes,SBI,1713104,2869472,Tamil Nadu,Urban Residency,Site Visit
1076,4596,50,727,2023-11-20,2023-10-31,2023-12-05,Villa,Chennai,5009251,363039,4646212,232310,278772,5157294,2,92924,Resale,Loan,Yes,HDFC,2250590,3603004,Delhi,Emerald Residency,Booked
1077,2652,30,160,2023-03-28,2023-03-08,2023-04-12,Plot,Delhi,18081375,311962,17769413,888470,1066164,19724047,3,533082,New Sale,Cash,Yes,Axis,1846953,3003413,Karnataka,Urban Park,Lead
1078,2086,58,486,2025-06-11,2025-05-22,2025-06-26,Apartment,Chennai,16298988,83251,16215737,810786,972944,17999467,3,486472,Resale,Loan,Yes,HDFC,1980067,3665356,Gujarat,Sunrise Vista,Registered
1079,1064,40,552,2023-03-09,2023-02-17,2023-03-24,Apartment,Delhi,14215050,441304,13773746,688687,826424,15288857,3,413212,Resale,Loan,No,HDFC,2492116,4412600,Karnataka,Skyline Heights,Agreement Signed
1080,4558,11,233,2021-05-22,2021-05-02,2021-06-06,Villa,Mumbai,16712417,455689,16256728,812836,975403,18044967,2,325134,Resale,Cash,No,ICICI,2108164,1331244,Delhi,Silver Enclave,Negotiation
1081,2396,77,690,2023-04-01,2023-03-12,2023-04-16,Plot,Pune,16270523,45245,16225278,811263,973516,18010057,1,162252,Resale,Loan,No,Kotak,1456563,4434998,Gujarat,Emerald Enclave,Cancelled
1082,4202,29,518,2022-02-22,2022-02-02,2022-03-09,Apartment,Delhi,14423977,440050,13983927,699196,839035,15522158,3,419517,Resale,Cash,No,Axis,3118053,1870022,Karnataka,Silver Plaza,Cancelled
1083,3291,78,602,2022-02-17,2022-01-28,2022-03-04,Plot,Bangalore,17154708,359081,16795627,839781,1007737,18643145,3,503868,Resale,Loan,No,HDFC,3096317,1026415,Delhi,Golden Towers,Negotiation
1084,2748,67,19,2022-12-29,2022-12-09,2023-01-13,Villa,Ahmedabad,10768726,158407,10610319,530515,636619,11777453,2,212206,New Sale,Loan,No,HDFC,7888183,575469,Maharashtra,Elite Enclave,Booked
1085,4401,71,882,2024-11-24,2024-11-04,2024-12-09,Apartment,Bangalore,14923387,170854,14752533,737626,885151,16375310,1,147525,New Sale,Mixed,No,Kotak,1579767,3292225,Maharashtra,Palm Towers,Negotiation
1086,2127,91,486,2025-11-13,2025-10-24,2025-11-28,Plot,Hyderabad,17652460,230675,17421785,871089,1045307,19338181,1,174217,Resale,Cash,Yes,Kotak,7273163,1896108,Delhi,Elite Enclave,Booked
1087,3420,10,370,2022-04-27,2022-04-07,2022-05-12,Plot,Hyderabad,17678246,8752,17669494,883474,1060169,19613137,2,353389,Resale,Loan,No,Axis,2977845,890886,Tamil Nadu,Elite Homes,Cancelled
1088,2642,72,288,2025-08-15,2025-07-26,2025-08-30,Villa,Bangalore,12902734,87783,12814951,640747,768897,14224595,1,128149,New Sale,Cash,Yes,ICICI,8808273,1651115,Tamil Nadu,Greenfield Vista,Lead
1089,3003,37,77,2025-10-25,2025-10-05,2025-11-09,Plot,Mumbai,6845440,354570,6490870,324543,389452,7204865,2,129817,New Sale,Mixed,No,ICICI,6585209,502821,Delhi,Skyline Vista,Booked
1090,4257,44,485,2025-08-15,2025-07-26,2025-08-30,Plot,Hyderabad,12279002,261926,12017076,600853,721024,13338953,2,240341,New Sale,Cash,Yes,HDFC,6118541,4270329,Tamil Nadu,Golden Towers,Lead
1091,2462,78,398,2022-03-23,2022-03-03,2022-04-07,Apartment,Delhi,18238024,460694,17777330,888866,1066639,19732835,1,177773,Resale,Mixed,No,Kotak,2888098,1378354,Gujarat,Golden Plaza,Site Visit
1092,2993,87,951,2022-07-22,2022-07-02,2022-08-06,Plot,Hyderabad,16898421,20283,16878138,843906,1012688,18734732,1,168781,New Sale,Cash,Yes,Kotak,7454419,1136471,Maharashtra,Greenfield Vista,Negotiation
1093,1793,58,23,2023-12-08,2023-11-18,2023-12-23,Plot,Hyderabad,9687516,180327,9507189,475359,570431,10552979,1,95071,New Sale,Mixed,No,SBI,7864949,1822880,Tamil Nadu,Emerald Homes,Booked
1094,4246,78,986,2023-08-04,2023-07-15,2023-08-19,Apartment,Bangalore,16950114,292575,16657539,832876,999452,18489867,2,333150,Resale,Loan,Yes,SBI,4355015,4610619,Gujarat,Emerald Enclave,Booked
1095,3535,97,278,2021-01-31,2021-01-11,2021-02-15,Apartment,Bangalore,7913388,467315,7446073,372303,446764,8265140,2,148921,Resale,Loan,No,ICICI,6909058,970564,Maharashtra,Urban Homes,Site Visit
1096,3810,30,712,2023-07-17,2023-06-27,2023-08-01,Villa,Pune,13724077,218053,13506024,675301,810361,14991686,1,135060,New Sale,Loan,Yes,SBI,8526026,2267371,Gujarat,Royal Residency,Agreement Signed
1097,3560,24,781,2021-09-09,2021-08-20,2021-09-24,Villa,Pune,11520378,365751,11154627,557731,669277,12381635,2,223092,New Sale,Loan,No,Axis,1039991,3253283,Maharashtra,Emerald Vista,Agreement Signed
1098,1801,32,944,2025-05-26,2025-05-06,2025-06-10,Apartment,Bangalore,13884038,42191,13841847,692092,830510,15364449,2,276836,Resale,Mixed,Yes,HDFC,9452479,3488073,Delhi,Silver Apartments,Registered
1099,430,78,621,2023-09-16,2023-08-27,2023-10-01,Villa,Bangalore,18849878,381019,18468859,923442,1108131,20500432,3,554065,New Sale,Mixed,Yes,ICICI,7536855,3113591,Karnataka,Emerald Enclave,Lead
1100,3926,69,244,2024-10-21,2024-10-01,2024-11-05,Plot,Ahmedabad,9147936,240977,8906959,445347,534417,9886723,3,267208,Resale,Loan,No,Axis,2996950,1449926,Telangana,Skyline Plaza,Site Visit
1101,4047,86,62,2021-11-22,2021-11-02,2021-12-07,Plot,Bangalore,12369306,385031,11984275,599213,719056,13302544,3,359528,New Sale,Loan,Yes,ICICI,2800200,1365776,Gujarat,Palm Enclave,Cancelled
1102,4601,45,51,2024-10-29,2024-10-09,2024-11-13,Villa,Chennai,7352803,49522,7303281,365164,438196,8106641,3,219098,Resale,Cash,No,HDFC,5307861,1966740,Tamil Nadu,Palm Enclave,Lost
1103,3761,18,768,2025-07-27,2025-07-07,2025-08-11,Apartment,Mumbai,9517162,326314,9190848,459542,551450,10201840,2,183816,Resale,Loan,Yes,Axis,1722871,3933561,Delhi,Urban Garden,Booked
1104,4979,13,309,2024-11-22,2024-11-02,2024-12-07,Villa,Mumbai,6232964,369906,5863058,293152,351783,6507993,2,117261,Resale,Loan,Yes,Axis,8032502,1675060,Maharashtra,Elite Enclave,Registered
1105,3203,71,770,2024-08-02,2024-07-13,2024-08-17,Villa,Delhi,10539523,211401,10328122,516406,619687,11464215,1,103281,Resale,Mixed,No,SBI,8285959,3100478,Karnataka,Golden Residency,Registered
1106,1221,83,989,2025-07-03,2025-06-13,2025-07-18,Villa,Delhi,19845585,370120,19475465,973773,1168527,21617765,3,584263,Resale,Cash,No,SBI,8525890,3156704,Tamil Nadu,Skyline Heights,Registered
1107,269,96,325,2025-05-20,2025-04-30,2025-06-04,Apartment,Chennai,6242663,297650,5945013,297250,356700,6598963,2,118900,Resale,Mixed,Yes,HDFC,2688740,2069005,Telangana,Emerald Vista,Cancelled
1108,3557,16,287,2025-04-01,2025-03-12,2025-04-16,Apartment,Pune,12204510,347454,11857056,592852,711423,13161331,3,355711,New Sale,Loan,Yes,Axis,8490963,4620963,Gujarat,Skyline Enclave,Booked
1109,3863,71,229,2024-01-29,2024-01-09,2024-02-13,Plot,Pune,17040708,214597,16826111,841305,1009566,18676982,1,168261,Resale,Loan,Yes,HDFC,2679976,4533483,Delhi,Urban Towers,Booked
1110,3835,7,529,2022-11-28,2022-11-08,2022-12-13,Apartment,Chennai,12556878,291702,12265176,613258,735910,13614344,3,367955,New Sale,Cash,No,SBI,4222263,1671696,Gujarat,Silver Plaza,Registered
1111,4638,54,732,2021-04-03,2021-03-14,2021-04-18,Plot,Mumbai,12664004,127617,12536387,626819,752183,13915389,1,125363,Resale,Loan,Yes,Kotak,5206003,3181060,Telangana,Emerald Residency,Agreement Signed
1112,1609,53,10,2023-06-23,2023-06-03,2023-07-08,Plot,Bangalore,18013025,94135,17918890,895944,1075133,19889967,3,537566,Resale,Mixed,No,Axis,1264942,3422346,Telangana,Elite Homes,Lead
1113,809,83,63,2021-05-27,2021-05-07,2021-06-11,Plot,Mumbai,17403592,179553,17224039,861201,1033442,19118682,2,344480,Resale,Mixed,Yes,SBI,9501506,4251736,Maharashtra,Golden Residency,Booked
1114,194,12,160,2022-12-21,2022-12-01,2023-01-05,Villa,Pune,17911496,345891,17565605,878280,1053936,19497821,1,175656,New Sale,Loan,No,ICICI,6058649,1045342,Tamil Nadu,Urban Enclave,Site Visit
1115,4791,68,83,2021-05-17,2021-04-27,2021-06-01,Villa,Bangalore,5975417,236699,5738718,286935,344323,6369976,1,57387,Resale,Mixed,No,SBI,9252824,1889099,Gujarat,Golden Garden,Registered
1116,2249,10,405,2024-03-06,2024-02-15,2024-03-21,Plot,Delhi,6688732,218523,6470209,323510,388212,7181931,3,194106,Resale,Cash,No,SBI,3660674,3663571,Telangana,Urban Enclave,Site Visit
1117,2659,11,238,2021-09-17,2021-08-28,2021-10-02,Villa,Pune,17137376,197590,16939786,846989,1016387,18803162,1,169397,Resale,Mixed,Yes,SBI,9062976,1386228,Karnataka,Sunrise Apartments,Cancelled
1118,3454,45,434,2025-08-22,2025-08-02,2025-09-06,Plot,Hyderabad,4493395,174480,4318915,215945,259134,4793994,2,86378,Resale,Loan,No,Axis,5825612,2180254,Karnataka,Urban Towers,Cancelled
1119,129,7,972,2023-09-10,2023-08-21,2023-09-25,Plot,Chennai,7900477,62681,7837796,391889,470267,8699952,3,235133,Resale,Cash,No,Axis,2389207,3155873,Gujarat,Urban Enclave,Registered
1120,3104,57,172,2023-09-23,2023-09-03,2023-10-08,Apartment,Ahmedabad,5260329,197863,5062466,253123,303747,5619336,1,50624,Resale,Loan,Yes,SBI,5266286,1978296,Tamil Nadu,Sunrise Heights,Agreement Signed
1121,4816,69,646,2023-05-04,2023-04-14,2023-05-19,Apartment,Bangalore,17955991,361598,17594393,879719,1055663,19529775,1,175943,Resale,Loan,No,SBI,1184735,933234,Telangana,Royal Towers,Lost
1122,3222,17,970,2025-11-03,2025-10-14,2025-11-18,Apartment,Mumbai,16039485,118393,15921092,796054,955265,17672411,3,477632,New Sale,Cash,Yes,Kotak,5283411,4093153,Karnataka,Greenfield Residency,Booked
1123,2049,7,565,2025-09-16,2025-08-27,2025-10-01,Apartment,Pune,18435984,352440,18083544,904177,1085012,20072733,2,361670,Resale,Mixed,No,ICICI,3046332,4554670,Telangana,Urban Heights,Cancelled
1124,2138,30,199,2025-12-19,2025-11-29,2026-01-03,Villa,Mumbai,18230171,42944,18187227,909361,1091233,20187821,1,181872,New Sale,Mixed,Yes,HDFC,3459708,1192605,Karnataka,Silver Plaza,Negotiation
1125,3591,75,579,2021-11-19,2021-10-30,2021-12-04,Plot,Chennai,6251845,428110,5823735,291186,349424,6464345,2,116474,Resale,Loan,No,Axis,6089729,829886,Karnataka,Golden Garden,Registered
1126,1138,48,670,2022-06-25,2022-06-05,2022-07-10,Villa,Hyderabad,11129727,305368,10824359,541217,649461,12015037,1,108243,New Sale,Mixed,Yes,HDFC,7732565,2578299,Delhi,Golden Towers,Booked
1127,3766,80,281,2023-12-15,2023-11-25,2023-12-30,Plot,Hyderabad,18975502,284477,18691025,934551,1121461,20747037,3,560730,Resale,Cash,Yes,Axis,2754222,2345067,Telangana,Golden Plaza,Lost
1128,3698,71,827,2021-04-05,2021-03-16,2021-04-20,Plot,Bangalore,15378874,494377,14884497,744224,893069,16521790,2,297689,Resale,Mixed,Yes,SBI,2199525,4183845,Maharashtra,Elite Enclave,Site Visit
1129,916,47,453,2022-01-25,2022-01-05,2022-02-09,Apartment,Mumbai,17173877,431697,16742180,837109,1004530,18583819,1,167421,Resale,Cash,No,ICICI,1458926,1577734,Delhi,Golden Residency,Negotiation
1130,3978,3,129,2021-01-18,2020-12-29,2021-02-02,Plot,Ahmedabad,8081076,243254,7837822,391891,470269,8699982,3,235134,Resale,Mixed,Yes,HDFC,1607160,4861143,Delhi,Skyline Residency,Agreement Signed
