LeadID,CustomerID,AgentID,LeadCreatedDate,FirstContactDate,LastFollowUpDate,LeadSource,LeadType,LeadStatus,InterestedPropertyType,PreferredCity,BudgetMin,BudgetMax,ConvertedToSale,ConvertedToLease,ConversionDate
1361,75,19,2023-02-06,2023-02-08,2023-02-21,Referral,Buy,Lost,Apartment,Chennai,3104666,15998401,No,No,
1362,730,92,2025-07-22,2025-07-24,2025-08-06,Website,Rent,In Progress,Plot,Bangalore,3008047,11068897,Yes,Yes,2025-08-21
1363,627,86,2021-06-09,2021-06-11,2021-06-24,Ads,Buy,New,Villa,Pune,3434001,16975493,Yes,Yes,2021-07-09
1364,401,80,2025-04-08,2025-04-10,2025-04-23,Ads,Buy,Lost,Villa,Bangalore,4628291,18764725,No,No,
1365,765,14,2024-08-31,2024-09-02,2024-09-15,Walk-in,Rent,New,Plot,Ahmedabad,4683400,14279158,Yes,No,2024-09-30
1366,662,17,2023-09-23,2023-09-25,2023-10-08,Walk-in,Rent,Closed,Villa,Mumbai,4045857,8600841,Yes,Yes,2023-10-23
1367,592,100,2022-07-04,2022-07-06,2022-07-19,Ads,Rent,Lost,Villa,Pune,3186611,19410561,Yes,Yes,2022-08-03
1368,142,37,2025-08-26,2025-08-28,2025-09-10,Website,Buy,New,Villa,Chennai,3906453,10446943,No,No,
1369,562,98,2024-01-30,2024-02-01,2024-02-14,Website,Buy,In Progress,Plot,Hyderabad,4787577,12774763,Yes,Yes,2024-02-29
1370,300,19,2022-10-15,2022-10-17,2022-10-30,Website,Rent,Closed,Apartment,Pune,2678232,15899986,Yes,Yes,2022-11-14
1371,174,19,2021-09-22,2021-09-24,2021-10-07,Website,Rent,New,Villa,Delhi,3042076,19212927,Yes,No,2021-10-22
1372,450,69,2025-05-07,2025-05-09,2025-05-22,Website,Rent,In Progress,Villa,Ahmedabad,4597740,9871862,No,No,
1373,834,52,2022-11-02,2022-11-04,2022-11-17,Website,Rent,Lost,Plot,Bangalore,2382577,10320534,No,No,
1374,239,44,2023-04-03,2023-04-05,2023-04-18,Referral,Buy,Closed,Apartment,Bangalore,2782610,11762547,No,No,
1375,194,67,2023-02-17,2023-02-19,2023-03-04,Walk-in,Buy,In Progress,Apartment,Chennai,3165327,8034914,No,No,
1376,938,37,2023-12-09,2023-12-11,2023-12-24,Website,Rent,Closed,Plot,Pune,3507666,9270590,Yes,No,2024-01-08
1377,43,31,2022-02-09,2022-02-11,2022-02-24,Walk-in,Rent,In Progress,Villa,Delhi,2395140,8691631,Yes,Yes,2022-03-11
1378,363,59,2021-08-02,2021-08-04,2021-08-17,Referral,Rent,Closed,Villa,Delhi,2808168,8272943,No,No,
1379,169,17,2025-03-21,2025-03-23,2025-04-05,Ads,Buy,Closed,Plot,Delhi,4547867,15519928,No,No,
1380,986,91,2023-06-09,2023-06-11,2023-06-24,Walk-in,Buy,Closed,Apartment,Ahmedabad,2442027,15973328,No,No,
1381,579,51,2022-07-02,2022-07-04,2022-07-17,Website,Buy,Closed,Apartment,Ahmedabad,4300706,9117515,No,No,
1382,392,36,2023-04-17,2023-04-19,2023-05-02,Ads,Buy,Closed,Villa,Bangalore,2682288,10400338,Yes,Yes,2023-05-17
1383,531,98,2021-07-15,2021-07-17,2021-07-30,Referral,Rent,New,Villa,Bangalore,3352517,6948433,Yes,Yes,2021-08-14
1384,94,98,2024-02-14,2024-02-16,2024-02-29,Ads,Rent,In Progress,Apartment,Ahmedabad,4569380,9309519,Yes,No,2024-03-15
1385,517,2,2023-03-31,2023-04-02,2023-04-15,Walk-in,Rent,Closed,Apartment,Pune,4429647,11908282,No,No,
1386,823,78,2023-11-24,2023-11-26,2023-12-09,Referral,Rent,New,Plot,Hyderabad,2869222,6890024,No,No,
1387,395,63,2025-11-16,2025-11-18,2025-12-01,Walk-in,Rent,Closed,Villa,Hyderabad,2388715,19034314,No,No,
1388,657,94,2025-11-13,2025-11-15,2025-11-28,Ads,Buy,Lost,Villa,Mumbai,2294234,15468494,Yes,Yes,2025-12-13
1389,56,27,2022-11-13,2022-11-15,2022-11-28,Walk-in,Buy,New,Villa,Ahmedabad,4083836,13455008,No,No,
1390,693,81,2023-10-01,2023-10-03,2023-10-16,Referral,Rent,Lost,Plot,Ahmedabad,2170128,11643805,Yes,Yes,2023-10-31
1391,216,47,2023-05-11,2023-05-13,2023-05-26,Walk-in,Rent,New,Apartment,Mumbai,4479039,16366382,No,No,
1392,744,38,2024-04-23,2024-04-25,2024-05-08,Walk-in,Rent,Lost,Plot,Delhi,4410926,18147754,No,No,
1393,315,66,2023-11-29,2023-12-01,2023-12-14,Ads,Rent,Closed,Apartment,Pune,4293343,12450076,Yes,Yes,2023-12-29
1394,435,78,2024-02-08,2024-02-10,2024-02-23,Walk-in,Rent,New,Apartment,Hyderabad,2267614,9903259,Yes,No,2024-03-09
1395,249,28,2025-11-01,2025-11-03,2025-11-16,Website,Rent,Lost,Apartment,Delhi,3684278,6643452,Yes,Yes,2025-12-01
1396,468,62,2024-10-12,2024-10-14,2024-10-27,Ads,Rent,New,Villa,Ahmedabad,4076482,10021893,Yes,No,2024-11-11
1397,169,36,2025-07-18,2025-07-20,2025-08-02,Website,Rent,New,Apartment,Delhi,4676149,11574584,Yes,Yes,2025-08-17
1398,93,64,2024-01-04,2024-01-06,2024-01-19,Walk-in,Buy,Closed,Villa,Mumbai,3909977,8519026,Yes,Yes,2024-02-03
1399,417,66,2022-01-22,2022-01-24,2022-02-06,Walk-in,Rent,New,Villa,Ahmedabad,4053373,16861387,Yes,No,2022-02-21
1400,975,65,2024-03-16,2024-03-18,2024-03-31,Website,Rent,In Progress,Plot,Ahmedabad,3665091,15570132,Yes,Yes,2024-04-15
1401,170,31,2025-09-03,2025-09-05,2025-09-18,Walk-in,Rent,New,Villa,Delhi,3644056,10475851,Yes,No,2025-10-03
1402,219,72,2021-02-20,2021-02-22,2021-03-07,Ads,Rent,In Progress,Plot,Chennai,4342703,6060438,No,No,
1403,557,66,2023-08-23,2023-08-25,2023-09-07,Ads,Buy,In Progress,Plot,Chennai,2987461,19802566,Yes,No,2023-09-22
1404,764,49,2025-04-30,2025-05-02,2025-05-15,Walk-in,Buy,Lost,Apartment,Mumbai,4848548,16143833,Yes,No,2025-05-30
1405,417,67,2021-04-26,2021-04-28,2021-05-11,Ads,Rent,Lost,Apartment,Bangalore,3127319,7776946,Yes,Yes,2021-05-26
1406,499,91,2022-05-10,2022-05-12,2022-05-25,Referral,Buy,Closed,Villa,Delhi,4817582,6200241,No,No,
1407,118,88,2022-08-28,2022-08-30,2022-09-12,Website,Buy,Lost,Villa,Pune,3143178,11229505,No,No,
1408,70,26,2021-07-13,2021-07-15,2021-07-28,Website,Buy,Closed,Villa,Bangalore,3851156,11224345,No,No,
1409,541,12,2024-11-02,2024-11-04,2024-11-17,Walk-in,Buy,Lost,Apartment,Chennai,4743176,12169593,Yes,Yes,2024-12-02
1410,914,30,2024-07-06,2024-07-08,2024-07-21,Referral,Rent,Closed,Plot,Pune,2538954,7827297,Yes,Yes,2024-08-05
1411,413,100,2022-12-17,2022-12-19,2023-01-01,Referral,Rent,Lost,Villa,Bangalore,3730673,14447640,Yes,No,2023-01-16
1412,405,67,2023-08-30,2023-09-01,2023-09-14,Website,Rent,New,Apartment,Delhi,2265077,8463974,No,No,
1413,674,67,2022-03-09,2022-03-11,2022-03-24,Website,Rent,Lost,Apartment,Bangalore,4700880,11058661,Yes,No,2022-04-08
1414,577,58,2022-05-12,2022-05-14,2022-05-27,Ads,Rent,New,Plot,Ahmedabad,3286226,10692247,Yes,No,2022-06-11
1415,291,33,2023-06-27,2023-06-29,2023-07-12,Walk-in,Rent,Lost,Apartment,Bangalore,2426075,19044718,Yes,Yes,2023-07-27
1416,563,81,2021-07-04,2021-07-06,2021-07-19,Referral,Rent,Lost,Villa,Hyderabad,3156623,6639447,No,No,
1417,608,8,2022-03-09,2022-03-11,2022-03-24,Ads,Rent,New,Villa,Chennai,2839680,14032949,No,No,
1418,839,49,2022-06-13,2022-06-15,2022-06-28,Referral,Rent,Lost,Plot,Bangalore,4194610,13539114,Yes,Yes,2022-07-13
1419,738,25,2023-08-12,2023-08-14,2023-08-27,Walk-in,Buy,Closed,Apartment,Pune,2026127,9114553,No,No,
1420,441,79,2022-01-08,2022-01-10,2022-01-23,Walk-in,Buy,In Progress,Villa,Pune,4225403,11080904,Yes,No,2022-02-07
1421,899,34,2025-05-08,2025-05-10,2025-05-23,Referral,Buy,In Progress,Plot,Mumbai,2112085,18499174,No,No,
1422,80,23,2024-02-28,2024-03-01,2024-03-14,Website,Rent,Closed,Villa,Pune,2582241,8144913,No,No,
1423,511,74,2023-04-08,2023-04-10,2023-04-23,Referral,Buy,In Progress,Apartment,Delhi,3006449,11887754,No,No,
1424,192,83,2025-07-07,2025-07-09,2025-07-22,Walk-in,Buy,In Progress,Apartment,Mumbai,4946980,15574300,No,No,
1425,109,87,2021-05-31,2021-06-02,2021-06-15,Walk-in,Rent,Lost,Plot,Delhi,4840327,8717595,No,No,
1426,208,93,2021-09-10,2021-09-12,2021-09-25,Referral,Rent,In Progress,Plot,Hyderabad,4470628,15897539,Yes,Yes,2021-10-10
1427,239,75,2023-11-29,2023-12-01,2023-12-14,Referral,Buy,Lost,Villa,Mumbai,3404828,19971756,Yes,No,2023-12-29
1428,455,29,2025-01-28,2025-01-30,2025-02-12,Ads,Rent,Lost,Apartment,Ahmedabad,2899871,15604652,No,No,
1429,626,19,2025-10-29,2025-10-31,2025-11-13,Referral,Buy,Lost,Apartment,Ahmedabad,4077169,17979792,No,No,
1430,369,5,2021-01-30,2021-02-01,2021-02-14,Website,Rent,In Progress,Plot,Hyderabad,4343374,17857100,Yes,No,2021-03-01
1431,716,8,2025-10-31,2025-11-02,2025-11-15,Walk-in,Rent,New,Villa,Pune,2884250,11923475,No,No,
1432,50,27,2025-03-06,2025-03-08,2025-03-21,Referral,Rent,New,Plot,Chennai,4052923,11278439,No,No,
1433,788,42,2021-06-22,2021-06-24,2021-07-07,Website,Buy,Lost,Villa,Chennai,4599003,16229247,No,No,
1434,653,99,2025-04-07,2025-04-09,2025-04-22,Walk-in,Rent,Lost,Villa,Ahmedabad,3239482,17992278,Yes,Yes,2025-05-07
1435,503,61,2024-10-16,2024-10-18,2024-10-31,Website,Rent,Lost,Plot,Hyderabad,2172088,19850543,Yes,Yes,2024-11-15
1436,476,81,2022-01-28,2022-01-30,2022-02-12,Website,Buy,New,Plot,Bangalore,2138045,11028276,Yes,No,2022-02-27
1437,127,77,2023-04-09,2023-04-11,2023-04-24,Referral,Rent,In Progress,Plot,Mumbai,4952133,10278106,No,No,
1438,773,66,2024-09-26,2024-09-28,2024-10-11,Referral,Buy,In Progress,Plot,Mumbai,3573593,10061981,Yes,Yes,2024-10-26
1439,541,68,2024-11-17,2024-11-19,2024-12-02,Website,Rent,New,Plot,Mumbai,4810740,6240863,Yes,No,2024-12-17
1440,98,92,2025-02-10,2025-02-12,2025-02-25,Walk-in,Buy,Lost,Apartment,Bangalore,2963422,11823241,Yes,Yes,2025-03-12
1441,294,50,2023-12-25,2023-12-27,2024-01-09,Ads,Buy,New,Apartment,Chennai,3302146,10057562,No,No,
1442,383,87,2025-02-11,2025-02-13,2025-02-26,Walk-in,Buy,New,Apartment,Hyderabad,2811551,15881352,Yes,Yes,2025-03-13
1443,21,38,2025-01-16,2025-01-18,2025-01-31,Walk-in,Rent,Lost,Apartment,Chennai,2404010,11995116,No,No,
1444,209,64,2021-02-05,2021-02-07,2021-02-20,Website,Rent,New,Plot,Pune,4373382,11935877,Yes,No,2021-03-07
1445,796,24,2025-07-16,2025-07-18,2025-07-31,Referral,Rent,In Progress,Plot,Delhi,3089663,11380493,Yes,No,2025-08-15
1446,468,40,2024-07-31,2024-08-02,2024-08-15,Walk-in,Rent,Lost,Villa,Bangalore,3508077,14012216,Yes,No,2024-08-30
1447,24,48,2022-10-25,2022-10-27,2022-11-09,Referral,Buy,Lost,Plot,Hyderabad,3348242,15220384,Yes,Yes,2022-11-24
1448,283,80,2023-12-21,2023-12-23,2024-01-05,Ads,Buy,Lost,Villa,Delhi,2385904,6917194,Yes,Yes,2024-01-20
1449,821,42,2025-04-15,2025-04-17,2025-04-30,Ads,Buy,In Progress,Villa,Pune,2085403,18408210,Yes,No,2025-05-15
1450,927,34,2024-09-26,2024-09-28,2024-10-11,Walk-in,Rent,Closed,Apartment,Hyderabad,3977744,10558390,Yes,No,2024-10-26
1451,372,39,2023-06-10,2023-06-12,2023-06-25,Walk-in,Buy,In Progress,Plot,Delhi,2879203,8465994,No,No,
1452,877,32,2024-09-21,2024-09-23,2024-10-06,Ads,Buy,New,Plot,Bangalore,3550828,16713654,Yes,Yes,2024-10-21
1453,590,18,2024-05-12,2024-05-14,2024-05-27,Walk-in,Buy,New,Villa,Bangalore,4823005,16388024,No,No,
1454,747,30,2021-09-13,2021-09-15,2021-09-28,Walk-in,Buy,Lost,Villa,Pune,2410996,14221888,No,No,
1455,561,58,2023-07-21,2023-07-23,2023-08-05,Walk-in,Rent,Lost,Plot,Chennai,2061369,6555310,No,No,
1456,440,7,2022-07-22,2022-07-24,2022-08-06,Referral,Buy,In Progress,Plot,Pune,4566510,6460501,Yes,Yes,2022-08-21
1457,364,7,2023-09-08,2023-09-10,2023-09-23,Website,Rent,Lost,Villa,Pune,2331360,19630449,No,No,
1458,98,30,2023-05-16,2023-05-18,2023-05-31,Walk-in,Rent,Lost,Plot,Ahmedabad,2413826,19245214,Yes,Yes,2023-06-15
1459,375,7,2025-02-02,2025-02-04,2025-02-17,Ads,Buy,Lost,Apartment,Mumbai,4725101,14288263,No,No,
1460,690,7,2023-09-06,2023-09-08,2023-09-21,Walk-in,Buy,New,Plot,Ahmedabad,2183346,17900931,Yes,No,2023-10-06
1461,9,24,2022-05-17,2022-05-19,2022-06-01,Website,Rent,Closed,Apartment,Chennai,3443529,6809994,Yes,No,2022-06-16
1462,443,86,2023-08-13,2023-08-15,2023-08-28,Website,Rent,Lost,Plot,Pune,3054357,13103124,No,No,
1463,48,85,2023-05-12,2023-05-14,2023-05-27,Referral,Rent,New,Villa,Bangalore,4465049,15517880,No,No,
1464,109,45,2024-09-02,2024-09-04,2024-09-17,Referral,Buy,New,Apartment,Chennai,2682967,7823537,No,No,
1465,486,4,2023-10-22,2023-10-24,2023-11-06,Walk-in,Buy,In Progress,Villa,Bangalore,2651709,14193004,No,No,
1466,892,70,2025-09-19,2025-09-21,2025-10-04,Website,Buy,Closed,Plot,Chennai,2552207,7680314,No,No,
1467,204,20,2024-09-23,2024-09-25,2024-10-08,Referral,Buy,In Progress,Villa,Pune,3529553,8256009,No,No,
1468,302,72,2022-08-26,2022-08-28,2022-09-10,Referral,Buy,In Progress,Plot,Ahmedabad,4002001,13866777,No,No,
1469,885,61,2022-12-31,2023-01-02,2023-01-15,Ads,Rent,Lost,Apartment,Ahmedabad,2915046,8518336,Yes,No,2023-01-30
1470,680,6,2024-07-28,2024-07-30,2024-08-12,Website,Buy,Lost,Plot,Ahmedabad,4520217,16618345,No,No,
1471,566,43,2025-02-16,2025-02-18,2025-03-03,Website,Rent,Closed,Plot,Chennai,4908655,7572604,No,No,
1472,434,44,2023-12-26,2023-12-28,2024-01-10,Ads,Buy,Lost,Plot,Ahmedabad,3062879,16721833,Yes,Yes,2024-01-25
1473,993,78,2024-06-16,2024-06-18,2024-07-01,Ads,Rent,Closed,Apartment,Pune,3266859,14792007,Yes,No,2024-07-16
1474,382,8,2022-11-02,2022-11-04,2022-11-17,Ads,Rent,In Progress,Villa,Chennai,4449792,13443005,No,No,
1475,810,74,2021-05-30,2021-06-01,2021-06-14,Website,Rent,Lost,Apartment,Chennai,4465832,18345353,No,No,
1476,153,77,2025-01-31,2025-02-02,2025-02-15,Walk-in,Buy,Lost,Villa,Ahmedabad,3551603,6590189,Yes,No,2025-03-02
1477,890,69,2021-09-16,2021-09-18,2021-10-01,Walk-in,Rent,In Progress,Villa,Mumbai,2711166,13042509,No,No,
1478,141,61,2021-07-28,2021-07-30,2021-08-12,Website,Rent,Lost,Apartment,Mumbai,4449133,16493550,Yes,Yes,2021-08-27
1479,411,21,2024-01-30,2024-02-01,2024-02-14,Website,Buy,New,Plot,Pune,3297919,18945966,Yes,No,2024-02-29
1480,932,44,2025-04-17,2025-04-19,2025-05-02,Ads,Buy,Closed,Apartment,Chennai,2527636,12189377,Yes,No,2025-05-17
1481,684,64,2021-07-14,2021-07-16,2021-07-29,Walk-in,Rent,In Progress,Plot,Delhi,3534436,7768127,No,No,
1482,502,94,2024-10-02,2024-10-04,2024-10-17,Ads,Buy,New,Plot,Hyderabad,3530287,16755281,Yes,Yes,2024-11-01
1483,915,25,2021-11-26,2021-11-28,2021-12-11,Website,Buy,New,Plot,Pune,2210103,16034645,No,No,
1484,35,45,2024-09-28,2024-09-30,2024-10-13,Walk-in,Buy,Closed,Plot,Hyderabad,3102122,9053542,Yes,No,2024-10-28
1485,388,49,2023-10-25,2023-10-27,2023-11-09,Website,Buy,Lost,Apartment,Mumbai,3502490,13687595,No,No,
1486,704,6,2024-08-19,2024-08-21,2024-09-03,Ads,Buy,In Progress,Plot,Pune,2879953,6353603,Yes,No,2024-09-18
1487,314,9,2024-05-11,2024-05-13,2024-05-26,Website,Rent,Lost,Plot,Chennai,3763738,19622621,No,No,
1488,977,93,2025-05-15,2025-05-17,2025-05-30,Referral,Rent,Closed,Apartment,Hyderabad,3421014,12015161,No,No,
1489,367,98,2021-08-24,2021-08-26,2021-09-08,Website,Buy,New,Plot,Pune,2842336,6647638,No,No,
1490,90,65,2023-08-27,2023-08-29,2023-09-11,Referral,Rent,Closed,Plot,Delhi,2950311,11892495,No,No,
1491,287,83,2024-02-21,2024-02-23,2024-03-07,Walk-in,Buy,New,Plot,Bangalore,4878522,6252425,No,No,
1492,726,49,2024-05-20,2024-05-22,2024-06-04,Referral,Rent,Lost,Villa,Ahmedabad,2063765,16313904,Yes,Yes,2024-06-19
1493,83,32,2023-11-05,2023-11-07,2023-11-20,Referral,Rent,New,Apartment,Chennai,3824476,12340169,Yes,Yes,2023-12-05
1494,643,30,2021-05-29,2021-05-31,2021-06-13,Website,Buy,Lost,Plot,Delhi,3132473,14026832,Yes,No,2021-06-28
1495,800,17,2023-11-25,2023-11-27,2023-12-10,Ads,Buy,Lost,Apartment,Ahmedabad,4987932,7904251,Yes,Yes,2023-12-25
1496,514,41,2025-10-12,2025-10-14,2025-10-27,Referral,Buy,Closed,Apartment,Pune,4653356,7052547,No,No,
1497,784,57,2022-08-21,2022-08-23,2022-09-05,Website,Rent,In Progress,Plot,Hyderabad,3275385,17074354,Yes,Yes,2022-09-20
1498,537,92,2024-06-30,2024-07-02,2024-07-15,Referral,Rent,Closed,Villa,Bangalore,2668997,17412868,No,No,
1499,245,86,2022-04-25,2022-04-27,2022-05-10,Website,Buy,New,Villa,Chennai,4731999,16026890,Yes,Yes,2022-05-25
1500,7,71,2022-03-02,2022-03-04,2022-03-17,Referral,Rent,New,Plot,Bangalore,3399949,8322236,No,No,
1501,135,46,2022-07-31,2022-08-02,2022-08-15,Walk-in,Rent,In Progress,Villa,Chennai,3773445,11613044,Yes,No,2022-08-30
1502,204,83,2023-07-09,2023-07-11,2023-07-24,Website,Rent,Lost,Villa,Chennai,2028598,9347846,No,No,
1503,374,28,2023-08-31,2023-09-02,2023-09-15,Referral,Rent,Lost,Plot,Ahmedabad,2524699,6919572,Yes,No,2023-09-30
1504,616,77,2021-06-25,2021-06-27,2021-07-10,Walk-in,Rent,In Progress,Villa,Ahmedabad,2629714,14056023,Yes,Yes,2021-07-25
1505,849,77,2023-06-18,2023-06-20,2023-07-03,Referral,Rent,In Progress,Plot,Pune,2944329,6187016,No,No,
1506,798,34,2023-03-10,2023-03-12,2023-03-25,Referral,Buy,In Progress,Apartment,Mumbai,4950487,16238459,Yes,Yes,2023-04-09
1507,728,98,2024-11-24,2024-11-26,2024-12-09,Ads,Rent,New,Apartment,Ahmedabad,3556829,17865893,No,No,
1508,17,1,2025-01-15,2025-01-17,2025-01-30,Walk-in,Buy,New,Plot,Ahmedabad,2879473,17724184,No,No,
1509,93,53,2025-10-10,2025-10-12,2025-10-25,Referral,Rent,New,Plot,Pune,2674891,12091401,Yes,No,2025-11-09
1510,87,42,2022-11-09,2022-11-11,2022-11-24,Website,Buy,Closed,Apartment,Ahmedabad,4169615,15625619,No,No,
1511,422,49,2023-12-20,2023-12-22,2024-01-04,Ads,Rent,New,Plot,Mumbai,3702520,13182897,Yes,No,2024-01-19
1512,842,52,2024-04-21,2024-04-23,2024-05-06,Ads,Buy,In Progress,Apartment,Delhi,2108698,9595703,No,No,
1513,330,6,2021-09-28,2021-09-30,2021-10-13,Ads,Rent,Closed,Villa,Hyderabad,2133780,11097021,No,No,
1514,570,83,2023-02-13,2023-02-15,2023-02-28,Website,Rent,Closed,Apartment,Pune,3393921,9407740,Yes,No,2023-03-15
1515,495,90,2024-09-10,2024-09-12,2024-09-25,Referral,Buy,Lost,Villa,Bangalore,2442003,14371846,No,No,
1516,457,12,2024-11-24,2024-11-26,2024-12-09,Referral,Buy,Lost,Villa,Bangalore,3363894,9306584,No,No,
1517,109,86,2025-09-30,2025-10-02,2025-10-15,Referral,Buy,New,Apartment,Delhi,3415077,19346639,No,No,
1518,418,7,2023-08-14,2023-08-16,2023-08-29,Website,Buy,Lost,Plot,Chennai,3412384,6558534,Yes,No,2023-09-13
1519,478,4,2021-10-01,2021-10-03,2021-10-16,Walk-in,Rent,Lost,Plot,Delhi,3013652,8109615,Yes,No,2021-10-31
1520,196,37,2023-03-11,2023-03-13,2023-03-26,Website,Buy,Closed,Apartment,Pune,2413102,6518490,No,No,
1521,642,31,2024-03-13,2024-03-15,2024-03-28,Referral,Rent,Closed,Plot,Bangalore,3151692,6526049,No,No,
1522,756,65,2023-09-29,2023-10-01,2023-10-14,Referral,Rent,New,Villa,Pune,4514888,8583332,No,No,
1523,295,26,2025-08-31,2025-09-02,2025-09-15,Walk-in,Rent,In Progress,Plot,Bangalore,4119937,15613011,Yes,Yes,2025-09-30
1524,874,72,2024-02-02,2024-02-04,2024-02-17,Referral,Rent,In Progress,Apartment,Hyderabad,2709027,19810304,Yes,No,2024-03-03
1525,917,70,2024-05-05,2024-05-07,2024-05-20,Ads,Rent,In Progress,Plot,Mumbai,2380610,15228921,Yes,No,2024-06-04
1526,229,24,2021-09-19,2021-09-21,2021-10-04,Website,Buy,In Progress,Villa,Chennai,2933952,14163821,Yes,Yes,2021-10-19
1527,357,78,2024-04-07,2024-04-09,2024-04-22,Website,Buy,Closed,Plot,Ahmedabad,4859367,18890022,Yes,No,2024-05-07
1528,461,85,2023-08-20,2023-08-22,2023-09-04,Walk-in,Rent,New,Villa,Delhi,2762575,9811423,Yes,No,2023-09-19
1529,52,4,2022-01-12,2022-01-14,2022-01-27,Referral,Buy,In Progress,Villa,Delhi,4913072,19690299,Yes,Yes,2022-02-11
1530,861,56,2025-09-30,2025-10-02,2025-10-15,Website,Rent,Lost,Villa,Ahmedabad,2572296,14420839,Yes,No,2025-10-30
1531,902,35,2022-01-22,2022-01-24,2022-02-06,Referral,Rent,New,Plot,Hyderabad,4750799,13146533,No,No,
1532,835,99,2023-12-08,2023-12-10,2023-12-23,Referral,Buy,In Progress,Villa,Chennai,3753885,10701750,Yes,No,2024-01-07
1533,343,51,2023-03-23,2023-03-25,2023-04-07,Ads,Buy,In Progress,Villa,Bangalore,4812494,8062424,No,No,
1534,650,94,2024-07-01,2024-07-03,2024-07-16,Ads,Rent,Lost,Villa,Hyderabad,2835259,9846937,No,No,
1535,58,13,2024-05-18,2024-05-20,2024-06-02,Ads,Buy,New,Plot,Ahmedabad,3910849,10688665,Yes,No,2024-06-17
1536,11,83,2023-04-11,2023-04-13,2023-04-26,Referral,Buy,New,Apartment,Chennai,4462273,6861220,No,No,
1537,509,33,2021-08-01,2021-08-03,2021-08-16,Walk-in,Rent,Closed,Apartment,Delhi,4403047,10901560,Yes,No,2021-08-31
1538,6,67,2023-09-03,2023-09-05,2023-09-18,Ads,Buy,In Progress,Plot,Ahmedabad,2715817,15965098,Yes,Yes,2023-10-03
1539,102,1,2022-06-01,2022-06-03,2022-06-16,Website,Rent,Lost,Plot,Hyderabad,2805576,8211638,No,No,
1540,134,15,2022-06-12,2022-06-14,2022-06-27,Website,Rent,In Progress,Plot,Pune,4999230,9628778,No,No,
1541,873,26,2021-09-07,2021-09-09,2021-09-22,Referral,Rent,New,Villa,Mumbai,3330515,19746903,No,No,
1542,886,65,2022-06-05,2022-06-07,2022-06-20,Walk-in,Rent,New,Apartment,Ahmedabad,2387072,19933273,No,No,
1543,222,65,2022-09-18,2022-09-20,2022-10-03,Walk-in,Buy,New,Plot,Delhi,4179375,8544697,No,No,
1544,190,14,2023-07-11,2023-07-13,2023-07-26,Walk-in,Rent,New,Plot,Delhi,3995678,16280683,No,No,
1545,682,83,2021-02-27,2021-03-01,2021-03-14,Ads,Buy,Lost,Villa,Chennai,2727720,15290069,No,No,
1546,384,19,2021-10-09,2021-10-11,2021-10-24,Walk-in,Rent,New,Villa,Bangalore,4228893,13958704,Yes,No,2021-11-08
1547,912,56,2022-08-03,2022-08-05,2022-08-18,Website,Rent,In Progress,Plot,Bangalore,2427210,18144556,Yes,Yes,2022-09-02
1548,841,36,2022-12-28,2022-12-30,2023-01-12,Referral,Rent,Closed,Villa,Chennai,3700524,6957098,No,No,
1549,15,74,2025-08-01,2025-08-03,2025-08-16,Website,Rent,Closed,Plot,Delhi,2012209,13334559,Yes,Yes,2025-08-31
1550,489,1,2024-01-27,2024-01-29,2024-02-11,Walk-in,Rent,New,Apartment,Bangalore,3379691,11613299,Yes,Yes,2024-02-26
1551,580,53,2022-01-08,2022-01-10,2022-01-23,Referral,Rent,Lost,Apartment,Hyderabad,4082064,17387052,Yes,Yes,2022-02-07
1552,810,60,2022-07-02,2022-07-04,2022-07-17,Ads,Rent,In Progress,Plot,Delhi,3441385,14210988,Yes,No,2022-08-01
1553,156,44,2023-01-19,2023-01-21,2023-02-03,Ads,Buy,In Progress,Apartment,Bangalore,4654048,6852571,Yes,Yes,2023-02-18
1554,431,79,2022-04-27,2022-04-29,2022-05-12,Website,Buy,In Progress,Villa,Delhi,3734743,9612765,No,No,
1555,31,47,2025-04-11,2025-04-13,2025-04-26,Website,Rent,In Progress,Apartment,Chennai,2827106,8539023,Yes,No,2025-05-11
1556,140,10,2022-11-06,2022-11-08,2022-11-21,Ads,Rent,Lost,Apartment,Pune,2208555,14244404,Yes,Yes,2022-12-06
1557,247,36,2023-07-13,2023-07-15,2023-07-28,Referral,Rent,New,Apartment,Pune,4876813,18876413,No,No,
1558,730,97,2021-02-09,2021-02-11,2021-02-24,Walk-in,Rent,New,Apartment,Bangalore,4457153,16590995,No,No,
1559,670,92,2025-06-30,2025-07-02,2025-07-15,Walk-in,Buy,Lost,Villa,Bangalore,2540085,9162520,No,No,
1560,885,86,2025-08-01,2025-08-03,2025-08-16,Walk-in,Rent,New,Apartment,Delhi,2205775,12887467,Yes,No,2025-08-31
1561,902,53,2024-06-11,2024-06-13,2024-06-26,Website,Buy,In Progress,Plot,Hyderabad,2556817,11897038,Yes,Yes,2024-07-11
1562,185,88,2023-10-04,2023-10-06,2023-10-19,Referral,Buy,In Progress,Plot,Chennai,4364877,11256353,No,No,
1563,185,42,2021-08-02,2021-08-04,2021-08-17,Ads,Rent,Lost,Apartment,Chennai,2655501,11138776,No,No,
1564,465,83,2021-02-25,2021-02-27,2021-03-12,Referral,Rent,Closed,Plot,Delhi,2117870,11063971,Yes,Yes,2021-03-27
