ExpenseID,PropertyID,SalesID,ExpenseDate,Year,Month,ExpenseCategory,ExpenseType,ExpenseDescription,ExpenseAmount,TaxAmount,TotalExpenseAmount,PaidBy,AllocatedTo,PaymentMode,ExpenseStatus
1562,3172,1345,2023-12-04,2023,12,Maintenance,Variable,Operational Expense,82676,14881,97557,Company,Sale,Online,Pending
1563,4434,363,2025-08-14,2025,8,Marketing,Fixed,Operational Expense,110020,19803,129823,Owner,Sale,Cash,Approved
1564,2051,1814,2023-12-30,2023,12,Marketing,Variable,Operational Expense,19045,3428,22473,Agent,Sale,Online,Pending
1565,2799,2331,2025-09-04,2025,9,Legal,Fixed,Operational Expense,149509,26911,176420,Owner,Sale,Cheque,Pending
1566,1466,2148,2021-02-13,2021,2,Maintenance,Variable,Operational Expense,126042,22687,148729,Owner,Property,Cash,Approved
1567,1226,104,2024-04-05,2024,4,Admin,Fixed,Operational Expense,13436,2418,15854,Company,Property,Online,Pending
1568,3929,2138,2022-11-15,2022,11,Marketing,Variable,Operational Expense,173701,31266,204967,Company,Property,Cheque,Approved
1569,2716,1994,2024-08-30,2024,8,Maintenance,Fixed,Operational Expense,59156,10648,69804,Agent,Sale,Cash,Approved
1570,1338,1825,2025-12-12,2025,12,Brokerage,Fixed,Operational Expense,88541,15937,104478,Agent,Property,Cash,Pending
1571,4608,1136,2025-08-06,2025,8,Admin,Variable,Operational Expense,192514,34652,227166,Owner,Sale,Online,Approved
1572,2109,2334,2023-09-28,2023,9,Legal,Variable,Operational Expense,196595,35387,231982,Agent,Property,Cash,Pending
1573,3752,423,2021-02-16,2021,2,Legal,Variable,Operational Expense,108489,19528,128017,Agent,Sale,Online,Approved
1574,3864,2406,2024-07-08,2024,7,Maintenance,Variable,Operational Expense,189127,34042,223169,Agent,Property,Cash,Pending
1575,1932,2263,2022-02-21,2022,2,Legal,Fixed,Operational Expense,129680,23342,153022,Agent,Sale,Cheque,Approved
1576,3607,129,2025-09-07,2025,9,Legal,Variable,Operational Expense,87047,15668,102715,Company,Sale,Cheque,Approved
1577,77,177,2025-10-24,2025,10,Legal,Fixed,Operational Expense,86752,15615,102367,Company,Property,Cheque,Pending
1578,2671,1500,2021-12-03,2021,12,Marketing,Fixed,Operational Expense,90491,16288,106779,Owner,Sale,Online,Pending
1579,3514,815,2025-02-06,2025,2,Brokerage,Variable,Operational Expense,120089,21616,141705,Owner,Property,Online,Pending
1580,4509,1279,2022-05-06,2022,5,Admin,Variable,Operational Expense,82071,14772,96843,Company,Property,Cash,Approved
1581,3694,1138,2021-02-26,2021,2,Legal,Variable,Operational Expense,39143,7045,46188,Agent,Sale,Cash,Approved
1582,2933,2239,2025-05-26,2025,5,Marketing,Variable,Operational Expense,111837,20130,131967,Owner,Sale,Online,Approved
1583,2018,471,2021-06-18,2021,6,Legal,Fixed,Operational Expense,48740,8773,57513,Owner,Sale,Cheque,Pending
1584,1990,2079,2023-03-23,2023,3,Admin,Variable,Operational Expense,173760,31276,205036,Agent,Sale,Cheque,Approved
1585,4431,1480,2023-05-04,2023,5,Legal,Variable,Operational Expense,53861,9694,63555,Owner,Sale,Cash,Pending
1586,3026,77,2024-07-07,2024,7,Legal,Fixed,Operational Expense,105761,19036,124797,Agent,Sale,Cheque,Approved
1587,4820,1278,2021-09-29,2021,9,Maintenance,Fixed,Operational Expense,116366,20945,137311,Owner,Sale,Cheque,Approved
1588,3060,2495,2024-11-08,2024,11,Brokerage,Variable,Operational Expense,132203,23796,155999,Owner,Sale,Online,Pending
1589,4848,900,2025-02-16,2025,2,Maintenance,Fixed,Operational Expense,18774,3379,22153,Agent,Sale,Online,Approved
1590,1367,1908,2022-07-30,2022,7,Brokerage,Variable,Operational Expense,44907,8083,52990,Owner,Sale,Online,Pending
1591,3806,2217,2025-12-08,2025,12,Brokerage,Fixed,Operational Expense,154896,27881,182777,Company,Sale,Cheque,Pending
1592,2266,2288,2022-06-26,2022,6,Marketing,Fixed,Operational Expense,63561,11440,75001,Company,Property,Online,Approved
1593,723,1619,2024-01-07,2024,1,Maintenance,Fixed,Operational Expense,97503,17550,115053,Owner,Property,Cheque,Approved
1594,3606,224,2024-10-29,2024,10,Legal,Fixed,Operational Expense,47788,8601,56389,Company,Property,Cheque,Approved
1595,113,766,2021-12-24,2021,12,Brokerage,Fixed,Operational Expense,151554,27279,178833,Company,Sale,Online,Approved
1596,1257,1319,2022-01-26,2022,1,Brokerage,Variable,Operational Expense,115123,20722,135845,Owner,Sale,Online,Approved
1597,3349,1970,2024-11-29,2024,11,Admin,Variable,Operational Expense,76765,13817,90582,Company,Sale,Online,Pending
1598,2674,1892,2025-09-04,2025,9,Maintenance,Fixed,Operational Expense,157347,28322,185669,Owner,Sale,Online,Pending
1599,4917,358,2025-07-15,2025,7,Maintenance,Variable,Operational Expense,119535,21516,141051,Company,Sale,Cheque,Approved
1600,3468,2081,2023-09-26,2023,9,Marketing,Fixed,Operational Expense,84714,15248,99962,Company,Property,Online,Pending
1601,236,21,2021-06-13,2021,6,Brokerage,Fixed,Operational Expense,56063,10091,66154,Owner,Property,Cash,Pending
1602,1577,1856,2024-09-13,2024,9,Admin,Variable,Operational Expense,113617,20451,134068,Company,Sale,Cash,Approved
1603,309,1820,2025-04-04,2025,4,Legal,Fixed,Operational Expense,97431,17537,114968,Owner,Sale,Cash,Approved
1604,904,1020,2025-06-11,2025,6,Brokerage,Variable,Operational Expense,127307,22915,150222,Company,Property,Cheque,Pending
1605,108,1455,2021-01-20,2021,1,Admin,Variable,Operational Expense,32406,5833,38239,Owner,Property,Cheque,Approved
1606,1799,2122,2024-05-11,2024,5,Maintenance,Fixed,Operational Expense,49792,8962,58754,Agent,Property,Cash,Approved
1607,919,155,2022-04-11,2022,4,Maintenance,Variable,Operational Expense,62183,11192,73375,Agent,Property,Cash,Approved
1608,3625,188,2025-04-02,2025,4,Marketing,Fixed,Operational Expense,41613,7490,49103,Owner,Property,Online,Approved
1609,4862,669,2023-04-20,2023,4,Brokerage,Fixed,Operational Expense,132403,23832,156235,Agent,Sale,Cash,Approved
1610,525,1862,2021-05-14,2021,5,Maintenance,Fixed,Operational Expense,64373,11587,75960,Owner,Sale,Cheque,Pending
1611,1598,164,2024-01-29,2024,1,Legal,Variable,Operational Expense,19023,3424,22447,Company,Property,Cheque,Approved
1612,4498,2240,2021-03-06,2021,3,Marketing,Fixed,Operational Expense,90428,16277,106705,Agent,Sale,Cheque,Approved
1613,1492,779,2021-03-27,2021,3,Brokerage,Fixed,Operational Expense,40099,7217,47316,Owner,Sale,Cash,Approved
1614,270,803,2022-12-26,2022,12,Admin,Variable,Operational Expense,42069,7572,49641,Owner,Property,Online,Pending
1615,4675,2197,2021-09-04,2021,9,Legal,Fixed,Operational Expense,5347,962,6309,Agent,Property,Online,Pending
1616,931,1577,2024-11-29,2024,11,Marketing,Fixed,Operational Expense,46168,8310,54478,Owner,Sale,Cheque,Pending
1617,2065,902,2023-05-20,2023,5,Marketing,Fixed,Operational Expense,61724,11110,72834,Company,Sale,Cash,Approved
1618,2346,1839,2024-09-03,2024,9,Maintenance,Fixed,Operational Expense,22286,4011,26297,Company,Property,Cash,Pending
1619,2471,905,2025-02-04,2025,2,Marketing,Fixed,Operational Expense,53927,9706,63633,Owner,Sale,Cash,Pending
1620,3019,595,2024-06-22,2024,6,Legal,Variable,Operational Expense,182247,32804,215051,Agent,Sale,Cheque,Pending
1621,2707,1629,2021-12-27,2021,12,Maintenance,Variable,Operational Expense,172478,31046,203524,Agent,Sale,Online,Approved
1622,4702,893,2024-09-20,2024,9,Maintenance,Variable,Operational Expense,179034,32226,211260,Agent,Sale,Online,Approved
1623,3990,60,2025-06-09,2025,6,Marketing,Variable,Operational Expense,38852,6993,45845,Company,Property,Cash,Approved
1624,3156,2110,2022-03-04,2022,3,Brokerage,Variable,Operational Expense,74814,13466,88280,Company,Sale,Cheque,Pending
1625,2976,581,2022-04-15,2022,4,Brokerage,Fixed,Operational Expense,144961,26092,171053,Agent,Sale,Cheque,Pending
1626,904,1818,2021-07-15,2021,7,Brokerage,Variable,Operational Expense,8865,1595,10460,Agent,Property,Cheque,Approved
1627,2845,303,2022-07-07,2022,7,Admin,Variable,Operational Expense,179242,32263,211505,Company,Property,Online,Approved
1628,1536,1293,2022-03-25,2022,3,Admin,Fixed,Operational Expense,169916,30584,200500,Company,Sale,Online,Pending
1629,1354,237,2025-03-06,2025,3,Maintenance,Fixed,Operational Expense,132330,23819,156149,Agent,Sale,Cash,Pending
1630,775,46,2022-04-03,2022,4,Marketing,Fixed,Operational Expense,82599,14867,97466,Owner,Sale,Cash,Pending
1631,1967,264,2022-07-01,2022,7,Admin,Variable,Operational Expense,33478,6026,39504,Owner,Property,Cheque,Pending
1632,3147,1589,2021-02-22,2021,2,Brokerage,Fixed,Operational Expense,33568,6042,39610,Company,Property,Cheque,Approved
1633,2148,2105,2025-02-04,2025,2,Admin,Fixed,Operational Expense,171396,30851,202247,Owner,Sale,Cash,Pending
1634,743,1451,2024-02-10,2024,2,Admin,Variable,Operational Expense,119466,21503,140969,Company,Property,Online,Pending
1635,1845,522,2023-10-12,2023,10,Admin,Variable,Operational Expense,72770,13098,85868,Company,Property,Online,Approved
1636,909,100,2024-05-12,2024,5,Marketing,Variable,Operational Expense,167366,30125,197491,Agent,Sale,Cash,Pending
1637,2889,1776,2025-04-20,2025,4,Admin,Variable,Operational Expense,181457,32662,214119,Company,Sale,Cheque,Approved
1638,836,2429,2024-03-16,2024,3,Marketing,Variable,Operational Expense,153728,27671,181399,Company,Sale,Cheque,Pending
1639,1954,2056,2022-03-13,2022,3,Maintenance,Variable,Operational Expense,184543,33217,217760,Agent,Sale,Cash,Pending
1640,2212,434,2022-04-24,2022,4,Legal,Variable,Operational Expense,177341,31921,209262,Owner,Sale,Cash,Approved
1641,2235,1598,2024-07-12,2024,7,Admin,Fixed,Operational Expense,175798,31643,207441,Company,Sale,Online,Approved
1642,139,1167,2024-09-26,2024,9,Marketing,Fixed,Operational Expense,133739,24073,157812,Agent,Property,Cheque,Pending
1643,1836,1178,2024-07-08,2024,7,Brokerage,Variable,Operational Expense,159378,28688,188066,Owner,Sale,Online,Pending
1644,1695,234,2022-12-29,2022,12,Maintenance,Variable,Operational Expense,155933,28067,184000,Owner,Property,Cheque,Approved
1645,73,1831,2024-05-28,2024,5,Brokerage,Variable,Operational Expense,183968,33114,217082,Company,Property,Online,Approved
1646,489,1335,2021-06-28,2021,6,Legal,Fixed,Operational Expense,157284,28311,185595,Agent,Property,Cheque,Pending
1647,4751,1600,2023-01-21,2023,1,Legal,Variable,Operational Expense,69006,12421,81427,Owner,Property,Cheque,Pending
1648,3011,2121,2024-10-15,2024,10,Legal,Variable,Operational Expense,63223,11380,74603,Company,Property,Cheque,Pending
1649,3577,505,2025-10-30,2025,10,Maintenance,Variable,Operational Expense,38154,6867,45021,Owner,Property,Cash,Approved
1650,2674,1182,2023-11-02,2023,11,Admin,Variable,Operational Expense,87111,15679,102790,Company,Sale,Online,Pending
1651,443,1909,2023-06-25,2023,6,Brokerage,Fixed,Operational Expense,194757,35056,229813,Agent,Sale,Online,Pending
1652,2856,1019,2023-08-12,2023,8,Admin,Variable,Operational Expense,191881,34538,226419,Agent,Property,Online,Approved
1653,4482,2411,2021-07-11,2021,7,Marketing,Fixed,Operational Expense,39575,7123,46698,Company,Sale,Cheque,Approved
1654,4330,27,2024-02-08,2024,2,Admin,Variable,Operational Expense,199649,35936,235585,Owner,Property,Online,Pending
1655,1708,1849,2023-09-02,2023,9,Maintenance,Variable,Operational Expense,98259,17686,115945,Company,Sale,Cheque,Pending
1656,674,29,2022-05-16,2022,5,Brokerage,Variable,Operational Expense,55916,10064,65980,Company,Sale,Cheque,Pending
1657,4955,2081,2025-04-29,2025,4,Admin,Variable,Operational Expense,98294,17692,115986,Company,Sale,Cash,Pending
1658,2085,1145,2022-02-10,2022,2,Legal,Fixed,Operational Expense,106156,19108,125264,Agent,Sale,Online,Approved
1659,4801,1553,2023-09-09,2023,9,Legal,Variable,Operational Expense,100588,18105,118693,Agent,Property,Cash,Approved
1660,2068,2126,2021-01-21,2021,1,Brokerage,Fixed,Operational Expense,51847,9332,61179,Company,Sale,Cheque,Pending
1661,2010,1293,2021-02-24,2021,2,Maintenance,Fixed,Operational Expense,130844,23551,154395,Company,Sale,Cash,Approved
1662,2729,151,2021-10-23,2021,10,Marketing,Variable,Operational Expense,40002,7200,47202,Company,Sale,Cheque,Approved
1663,2711,817,2024-05-01,2024,5,Admin,Variable,Operational Expense,147030,26465,173495,Agent,Sale,Cash,Pending
1664,1809,1642,2025-04-02,2025,4,Legal,Fixed,Operational Expense,23376,4207,27583,Agent,Sale,Cheque,Pending
1665,2009,651,2025-02-23,2025,2,Legal,Fixed,Operational Expense,162131,29183,191314,Company,Sale,Online,Approved
1666,849,99,2022-12-03,2022,12,Maintenance,Variable,Operational Expense,161687,29103,190790,Owner,Property,Cash,Pending
1667,810,2217,2024-05-10,2024,5,Maintenance,Variable,Operational Expense,27047,4868,31915,Company,Sale,Cash,Approved
1668,2522,449,2025-05-16,2025,5,Brokerage,Variable,Operational Expense,58442,10519,68961,Owner,Sale,Online,Pending
1669,4140,2088,2023-01-21,2023,1,Admin,Fixed,Operational Expense,132701,23886,156587,Agent,Sale,Online,Pending
1670,941,2357,2022-07-09,2022,7,Admin,Fixed,Operational Expense,80870,14556,95426,Owner,Property,Online,Approved
1671,3176,1830,2021-01-01,2021,1,Admin,Variable,Operational Expense,183110,32959,216069,Owner,Property,Online,Pending
1672,3051,683,2023-08-24,2023,8,Marketing,Fixed,Operational Expense,79613,14330,93943,Owner,Sale,Online,Approved
1673,233,2336,2022-01-16,2022,1,Legal,Variable,Operational Expense,80670,14520,95190,Owner,Property,Cash,Approved
1674,1273,244,2021-10-17,2021,10,Maintenance,Variable,Operational Expense,44509,8011,52520,Agent,Sale,Online,Approved
1675,656,1537,2021-03-04,2021,3,Brokerage,Variable,Operational Expense,18586,3345,21931,Agent,Sale,Online,Approved
1676,1971,1040,2022-07-08,2022,7,Marketing,Variable,Operational Expense,140971,25374,166345,Owner,Sale,Online,Approved
1677,4085,1533,2025-08-12,2025,8,Marketing,Fixed,Operational Expense,194552,35019,229571,Agent,Sale,Cash,Pending
1678,4416,957,2023-06-18,2023,6,Maintenance,Fixed,Operational Expense,145395,26171,171566,Owner,Sale,Cheque,Approved
1679,1779,309,2022-06-27,2022,6,Maintenance,Fixed,Operational Expense,190847,34352,225199,Company,Sale,Cheque,Approved
1680,1440,714,2022-08-21,2022,8,Maintenance,Variable,Operational Expense,75594,13606,89200,Owner,Sale,Online,Approved
1681,3775,211,2024-06-05,2024,6,Admin,Variable,Operational Expense,66748,12014,78762,Agent,Sale,Cheque,Approved
1682,4540,2060,2022-06-14,2022,6,Brokerage,Variable,Operational Expense,110503,19890,130393,Company,Sale,Online,Pending
1683,915,853,2024-01-14,2024,1,Marketing,Fixed,Operational Expense,22048,3968,26016,Agent,Property,Online,Pending
1684,4162,805,2021-08-21,2021,8,Legal,Variable,Operational Expense,173095,31157,204252,Company,Sale,Cash,Approved
1685,2740,2484,2023-01-30,2023,1,Maintenance,Fixed,Operational Expense,32978,5936,38914,Company,Sale,Online,Approved
1686,4413,1823,2023-10-26,2023,10,Marketing,Fixed,Operational Expense,175551,31599,207150,Owner,Property,Cash,Pending
1687,2465,499,2024-04-22,2024,4,Legal,Variable,Operational Expense,68294,12292,80586,Agent,Sale,Online,Pending
1688,4383,286,2022-05-18,2022,5,Maintenance,Variable,Operational Expense,104951,18891,123842,Agent,Property,Cash,Approved
1689,4336,1117,2022-10-02,2022,10,Legal,Fixed,Operational Expense,182384,32829,215213,Company,Property,Cash,Approved
1690,217,1137,2022-05-25,2022,5,Marketing,Variable,Operational Expense,179176,32251,211427,Owner,Property,Online,Pending
1691,1355,1509,2025-10-19,2025,10,Marketing,Fixed,Operational Expense,31042,5587,36629,Agent,Sale,Online,Pending
1692,2231,1895,2021-07-09,2021,7,Maintenance,Fixed,Operational Expense,192807,34705,227512,Owner,Sale,Cash,Pending
1693,3202,1512,2021-12-28,2021,12,Maintenance,Variable,Operational Expense,111529,20075,131604,Agent,Sale,Online,Approved
1694,830,431,2021-11-19,2021,11,Brokerage,Fixed,Operational Expense,121524,21874,143398,Company,Sale,Cheque,Pending
1695,663,2249,2025-10-05,2025,10,Legal,Fixed,Operational Expense,6499,1169,7668,Owner,Sale,Online,Approved
1696,4311,1598,2025-04-27,2025,4,Legal,Fixed,Operational Expense,5852,1053,6905,Agent,Property,Cash,Pending
1697,3738,1002,2022-04-18,2022,4,Maintenance,Variable,Operational Expense,86195,15515,101710,Company,Sale,Cheque,Pending
1698,5,196,2023-05-13,2023,5,Brokerage,Variable,Operational Expense,183147,32966,216113,Owner,Sale,Cash,Approved
1699,3278,1005,2021-08-02,2021,8,Admin,Fixed,Operational Expense,80113,14420,94533,Company,Sale,Cash,Approved
1700,4038,520,2022-05-26,2022,5,Marketing,Variable,Operational Expense,179519,32313,211832,Agent,Property,Cash,Pending
1701,992,2411,2023-12-30,2023,12,Admin,Fixed,Operational Expense,159659,28738,188397,Owner,Property,Cash,Pending
1702,896,2314,2023-08-26,2023,8,Brokerage,Variable,Operational Expense,115094,20716,135810,Company,Sale,Cash,Approved
1703,3119,271,2022-08-19,2022,8,Admin,Variable,Operational Expense,121584,21885,143469,Owner,Sale,Cheque,Pending
1704,2887,217,2023-11-07,2023,11,Legal,Variable,Operational Expense,142187,25593,167780,Company,Property,Online,Pending
1705,1947,376,2025-11-19,2025,11,Admin,Variable,Operational Expense,187588,33765,221353,Owner,Property,Cheque,Approved
1706,2096,1866,2021-03-03,2021,3,Maintenance,Fixed,Operational Expense,45638,8214,53852,Owner,Sale,Online,Pending
1707,4320,1640,2024-05-15,2024,5,Legal,Fixed,Operational Expense,107673,19381,127054,Agent,Property,Cheque,Pending
1708,3369,632,2024-08-22,2024,8,Brokerage,Variable,Operational Expense,158900,28602,187502,Company,Property,Cash,Pending
1709,2953,1112,2024-09-12,2024,9,Legal,Fixed,Operational Expense,98756,17776,116532,Owner,Property,Cash,Approved
1710,3198,1120,2022-12-10,2022,12,Maintenance,Variable,Operational Expense,190021,34203,224224,Company,Property,Cash,Pending
1711,2387,2156,2025-02-06,2025,2,Maintenance,Variable,Operational Expense,49015,8822,57837,Agent,Sale,Online,Pending
1712,2579,804,2021-07-19,2021,7,Admin,Variable,Operational Expense,59170,10650,69820,Owner,Property,Cheque,Approved
1713,3154,59,2022-06-30,2022,6,Maintenance,Fixed,Operational Expense,36319,6537,42856,Company,Sale,Cash,Pending
1714,2996,1131,2022-08-15,2022,8,Admin,Variable,Operational Expense,27900,5022,32922,Company,Property,Cheque,Pending
1715,1466,852,2021-02-06,2021,2,Brokerage,Variable,Operational Expense,195347,35162,230509,Owner,Property,Cheque,Pending
1716,3778,258,2022-10-12,2022,10,Legal,Variable,Operational Expense,49664,8939,58603,Agent,Property,Cash,Pending
1717,3876,155,2022-03-18,2022,3,Maintenance,Variable,Operational Expense,18721,3369,22090,Owner,Property,Online,Pending
1718,159,130,2024-03-07,2024,3,Admin,Variable,Operational Expense,192285,34611,226896,Owner,Sale,Cash,Pending
1719,4351,528,2024-03-24,2024,3,Legal,Variable,Operational Expense,167930,30227,198157,Agent,Property,Cash,Approved
1720,2256,1111,2025-08-17,2025,8,Brokerage,Variable,Operational Expense,63877,11497,75374,Owner,Sale,Cash,Pending
1721,216,351,2022-05-16,2022,5,Brokerage,Fixed,Operational Expense,39070,7032,46102,Agent,Property,Cash,Approved
1722,3871,1076,2022-03-16,2022,3,Admin,Fixed,Operational Expense,23666,4259,27925,Owner,Property,Cheque,Approved
1723,352,1299,2025-05-07,2025,5,Maintenance,Variable,Operational Expense,162454,29241,191695,Agent,Sale,Online,Approved
1724,3272,341,2025-06-05,2025,6,Maintenance,Fixed,Operational Expense,137606,24769,162375,Owner,Sale,Cheque,Approved
1725,1519,1614,2021-01-01,2021,1,Maintenance,Fixed,Operational Expense,45976,8275,54251,Company,Property,Online,Pending
1726,1077,260,2025-01-03,2025,1,Legal,Variable,Operational Expense,46579,8384,54963,Owner,Property,Cash,Approved
1727,4582,1564,2021-03-29,2021,3,Admin,Fixed,Operational Expense,150622,27111,177733,Company,Sale,Cheque,Pending
1728,2356,2338,2025-08-12,2025,8,Maintenance,Fixed,Operational Expense,145288,26151,171439,Agent,Property,Cheque,Pending
1729,3603,1843,2023-07-05,2023,7,Maintenance,Fixed,Operational Expense,107057,19270,126327,Company,Sale,Cash,Approved
1730,4135,1365,2023-07-29,2023,7,Admin,Variable,Operational Expense,197023,35464,232487,Owner,Sale,Cash,Approved
1731,1840,1960,2022-12-16,2022,12,Maintenance,Fixed,Operational Expense,62728,11291,74019,Company,Sale,Online,Approved
1732,1467,633,2022-01-07,2022,1,Brokerage,Variable,Operational Expense,31625,5692,37317,Agent,Sale,Online,Approved
1733,4575,1515,2021-06-19,2021,6,Admin,Fixed,Operational Expense,138616,24950,163566,Company,Sale,Cheque,Approved
1734,3076,795,2021-08-10,2021,8,Legal,Fixed,Operational Expense,162854,29313,192167,Agent,Property,Cheque,Pending
1735,1005,216,2024-09-13,2024,9,Marketing,Variable,Operational Expense,155130,27923,183053,Agent,Property,Cheque,Approved
1736,3536,384,2022-02-03,2022,2,Legal,Variable,Operational Expense,82121,14781,96902,Owner,Property,Online,Approved
1737,1732,1894,2024-09-12,2024,9,Admin,Fixed,Operational Expense,13242,2383,15625,Agent,Sale,Cash,Approved
1738,3513,1095,2022-05-17,2022,5,Legal,Variable,Operational Expense,28700,5166,33866,Owner,Property,Online,Pending
1739,2337,1,2021-05-23,2021,5,Brokerage,Variable,Operational Expense,86362,15545,101907,Owner,Sale,Cash,Pending
1740,2043,1344,2024-10-19,2024,10,Marketing,Variable,Operational Expense,123822,22287,146109,Owner,Property,Cash,Pending
1741,4010,1186,2023-12-23,2023,12,Marketing,Fixed,Operational Expense,128663,23159,151822,Agent,Property,Cheque,Approved
1742,4931,376,2021-01-14,2021,1,Maintenance,Fixed,Operational Expense,17847,3212,21059,Owner,Sale,Online,Approved
1743,2322,1593,2022-07-03,2022,7,Marketing,Variable,Operational Expense,143947,25910,169857,Company,Sale,Online,Pending
1744,4091,2380,2023-11-23,2023,11,Legal,Variable,Operational Expense,174560,31420,205980,Company,Property,Online,Approved
1745,4331,1267,2023-04-22,2023,4,Legal,Variable,Operational Expense,131149,23606,154755,Company,Property,Cheque,Approved
1746,4572,2143,2024-06-10,2024,6,Maintenance,Variable,Operational Expense,21644,3895,25539,Company,Property,Cheque,Approved
1747,342,191,2022-11-15,2022,11,Admin,Variable,Operational Expense,167221,30099,197320,Owner,Sale,Cash,Pending
1748,3648,179,2022-01-27,2022,1,Legal,Fixed,Operational Expense,191367,34446,225813,Owner,Property,Cash,Approved
1749,2026,1325,2024-12-09,2024,12,Marketing,Variable,Operational Expense,24935,4488,29423,Owner,Sale,Cheque,Approved
1750,3225,2107,2025-04-09,2025,4,Legal,Variable,Operational Expense,170588,30705,201293,Company,Property,Cheque,Approved
1751,626,1609,2023-01-08,2023,1,Brokerage,Fixed,Operational Expense,71770,12918,84688,Owner,Property,Cash,Approved
1752,2111,950,2023-06-10,2023,6,Maintenance,Variable,Operational Expense,9214,1658,10872,Company,Property,Cheque,Approved
1753,3894,493,2024-03-26,2024,3,Legal,Fixed,Operational Expense,8510,1531,10041,Company,Sale,Cash,Approved
1754,3582,1350,2025-05-23,2025,5,Admin,Variable,Operational Expense,19882,3578,23460,Company,Property,Online,Pending
1755,3372,117,2023-02-22,2023,2,Brokerage,Variable,Operational Expense,96392,17350,113742,Agent,Property,Cheque,Approved
1756,2182,2488,2021-10-04,2021,10,Brokerage,Fixed,Operational Expense,125313,22556,147869,Company,Property,Online,Approved
1757,2901,686,2025-01-19,2025,1,Brokerage,Variable,Operational Expense,175594,31606,207200,Company,Property,Cheque,Approved
1758,3735,1908,2025-07-15,2025,7,Maintenance,Variable,Operational Expense,88999,16019,105018,Company,Property,Cheque,Approved
1759,3772,912,2022-11-15,2022,11,Admin,Variable,Operational Expense,68785,12381,81166,Company,Sale,Cheque,Pending
1760,1007,577,2023-12-06,2023,12,Admin,Fixed,Operational Expense,154372,27786,182158,Agent,Property,Cheque,Approved
1761,4167,504,2024-03-14,2024,3,Admin,Fixed,Operational Expense,111149,20006,131155,Owner,Property,Cheque,Pending
1762,570,368,2023-05-02,2023,5,Legal,Variable,Operational Expense,128477,23125,151602,Company,Sale,Cash,Pending
1763,1655,36,2022-07-04,2022,7,Marketing,Fixed,Operational Expense,168113,30260,198373,Owner,Property,Cheque,Approved
1764,2006,1605,2024-02-03,2024,2,Brokerage,Fixed,Operational Expense,181824,32728,214552,Agent,Property,Online,Pending
1765,75,38,2024-10-28,2024,10,Brokerage,Fixed,Operational Expense,30972,5574,36546,Company,Sale,Cash,Approved
1766,2922,713,2021-01-23,2021,1,Marketing,Fixed,Operational Expense,152084,27375,179459,Company,Property,Cash,Approved
1767,805,136,2021-04-13,2021,4,Marketing,Fixed,Operational Expense,52350,9423,61773,Owner,Sale,Cheque,Approved
1768,2791,1055,2023-02-08,2023,2,Maintenance,Fixed,Operational Expense,125025,22504,147529,Owner,Property,Cash,Approved
1769,2141,2254,2025-02-19,2025,2,Marketing,Fixed,Operational Expense,90129,16223,106352,Agent,Property,Cheque,Pending
1770,4502,1197,2023-01-05,2023,1,Brokerage,Fixed,Operational Expense,57354,10323,67677,Company,Property,Online,Approved
1771,110,2313,2025-02-27,2025,2,Marketing,Variable,Operational Expense,152726,27490,180216,Owner,Property,Cheque,Approved
1772,3429,2054,2023-09-06,2023,9,Admin,Fixed,Operational Expense,182370,32826,215196,Agent,Property,Online,Approved
1773,2614,873,2025-05-23,2025,5,Marketing,Variable,Operational Expense,100327,18058,118385,Company,Property,Online,Pending
1774,736,337,2025-07-03,2025,7,Marketing,Fixed,Operational Expense,78268,14088,92356,Company,Property,Cash,Pending
1775,525,2413,2023-10-24,2023,10,Legal,Variable,Operational Expense,148861,26794,175655,Agent,Property,Cheque,Approved
1776,4482,1927,2025-09-23,2025,9,Admin,Variable,Operational Expense,155573,28003,183576,Owner,Sale,Online,Pending
1777,927,78,2022-02-22,2022,2,Admin,Fixed,Operational Expense,64852,11673,76525,Agent,Property,Cheque,Approved
1778,3479,1692,2021-12-01,2021,12,Marketing,Variable,Operational Expense,88291,15892,104183,Company,Property,Online,Approved
1779,3671,960,2023-03-27,2023,3,Legal,Variable,Operational Expense,62127,11182,73309,Company,Sale,Cheque,Approved
1780,431,1867,2024-07-04,2024,7,Admin,Variable,Operational Expense,191081,34394,225475,Owner,Property,Cheque,Pending
1781,4541,109,2021-12-03,2021,12,Marketing,Variable,Operational Expense,13902,2502,16404,Agent,Sale,Online,Approved
1782,4143,1027,2021-08-10,2021,8,Legal,Variable,Operational Expense,114695,20645,135340,Agent,Property,Cash,Pending
1783,471,994,2025-10-16,2025,10,Admin,Variable,Operational Expense,49519,8913,58432,Agent,Sale,Cheque,Approved
1784,4865,2391,2024-06-16,2024,6,Marketing,Fixed,Operational Expense,183009,32941,215950,Company,Sale,Cash,Approved
1785,4421,2147,2022-03-02,2022,3,Maintenance,Fixed,Operational Expense,88053,15849,103902,Owner,Sale,Cheque,Pending
1786,2738,2196,2022-07-01,2022,7,Brokerage,Fixed,Operational Expense,65161,11728,76889,Agent,Sale,Cash,Pending
1787,4391,515,2024-03-04,2024,3,Legal,Fixed,Operational Expense,59378,10688,70066,Agent,Sale,Cheque,Approved
1788,2089,1053,2023-02-04,2023,2,Marketing,Variable,Operational Expense,89873,16177,106050,Company,Sale,Cash,Pending
