LeaseID,PropertyID,AgentID,CustomerID,LeaseStartDate,LeaseEndDate,AgreementDate,MonthlyRent,SecurityDeposit,MaintenanceCharge,BrokerageAmount,BrokeragePercent,LeaseTenureMonths,RentEscalationPercent,LockInPeriodMonths,NoticePeriodDays,LeaseType,LeaseStatus,PaymentFrequency
920,2473,28,838,2022-12-18,2023-11-13,2022-12-08,41201,195512,7879,34263,1,11,5,6,60,Residential,Expired,Quarterly
921,2183,91,212,2024-07-24,2027-07-09,2024-07-14,28795,166821,5558,36838,2,36,10,6,60,Residential,Expired,Monthly
922,3684,69,831,2023-08-10,2026-07-25,2023-07-31,30063,114921,7234,41086,2,36,10,6,60,Residential,Expired,Quarterly
923,4118,77,674,2021-04-02,2023-03-23,2021-03-23,60135,87207,6044,10457,1,24,10,6,60,Commercial,Active,Quarterly
924,3987,48,639,2023-07-15,2024-06-09,2023-07-05,16628,155451,5157,33663,2,11,10,6,30,Commercial,Expired,Quarterly
925,1188,14,892,2023-09-29,2024-08-24,2023-09-19,39349,91759,7484,12269,1,11,5,6,30,Residential,Active,Monthly
926,4671,10,99,2022-06-17,2023-05-13,2022-06-07,21512,58607,5317,43506,1,11,5,6,30,Residential,Expired,Quarterly
927,2451,7,601,2023-04-28,2025-04-17,2023-04-18,32720,132236,3852,19282,1,24,5,6,30,Residential,Expired,Monthly
928,290,25,850,2024-04-14,2025-03-10,2024-04-04,57124,148052,2900,48646,1,11,10,6,60,Commercial,Active,Quarterly
929,3573,78,386,2024-07-19,2026-07-09,2024-07-09,48935,69863,4289,42386,2,24,5,11,30,Commercial,Expired,Monthly
930,4772,55,342,2022-04-24,2023-03-20,2022-04-14,36955,118588,6852,23208,1,11,5,6,60,Commercial,Active,Quarterly
931,3044,68,982,2022-02-18,2023-01-14,2022-02-08,56864,40752,7572,15955,1,11,5,11,60,Residential,Expired,Monthly
932,750,100,253,2023-06-06,2026-05-21,2023-05-27,46759,134078,6552,40045,1,36,10,11,60,Residential,Active,Monthly
933,1551,81,560,2024-12-06,2025-11-01,2024-11-26,28429,33448,7356,12016,1,11,10,11,30,Residential,Expired,Quarterly
934,443,10,554,2021-12-10,2023-11-30,2021-11-30,52881,114411,2320,19940,1,24,10,6,60,Commercial,Active,Quarterly
935,232,82,225,2022-01-21,2024-01-11,2022-01-11,47898,146725,3421,47516,1,24,10,6,30,Commercial,Expired,Monthly
936,1231,93,9,2022-03-01,2025-02-13,2022-02-19,37914,121951,7800,30829,1,36,5,6,60,Commercial,Expired,Quarterly
937,99,8,964,2021-04-13,2024-03-28,2021-04-03,43183,135450,6957,20209,2,36,5,11,30,Commercial,Active,Quarterly
938,424,15,991,2023-11-08,2024-10-03,2023-10-29,61731,50762,3262,37056,1,11,10,11,60,Commercial,Expired,Monthly
939,65,23,615,2022-07-01,2025-06-15,2022-06-21,51407,180238,5175,20917,1,36,10,11,60,Commercial,Active,Monthly
940,1979,98,685,2022-07-04,2023-05-30,2022-06-24,50418,140705,7798,37994,2,11,5,6,30,Residential,Active,Quarterly
941,1015,2,28,2024-01-16,2024-12-11,2024-01-06,24704,46819,5291,42697,1,11,5,11,60,Commercial,Active,Monthly
942,4049,42,502,2023-11-14,2026-10-29,2023-11-04,60397,125605,4461,45662,1,36,5,6,30,Residential,Active,Monthly
943,1904,18,988,2024-11-26,2027-11-11,2024-11-16,20028,196589,3632,27969,1,36,5,11,30,Residential,Active,Quarterly
944,3694,86,917,2022-01-24,2024-01-14,2022-01-14,22997,192379,2499,34683,1,24,5,6,30,Commercial,Expired,Quarterly
945,2026,52,694,2021-06-14,2022-05-10,2021-06-04,42728,95799,4803,18636,2,11,5,6,30,Residential,Active,Monthly
946,3870,45,183,2023-02-14,2026-01-29,2023-02-04,64213,128960,2632,26313,1,36,5,11,30,Commercial,Expired,Monthly
947,1545,34,157,2023-06-19,2025-06-08,2023-06-09,54134,192178,7416,47146,1,24,5,11,60,Residential,Active,Quarterly
948,4697,33,879,2021-08-21,2022-07-17,2021-08-11,53157,104413,5310,20297,1,11,10,11,60,Commercial,Expired,Quarterly
949,3842,3,723,2022-05-02,2025-04-16,2022-04-22,41119,161264,5817,18681,1,36,5,11,60,Residential,Active,Monthly
950,2102,15,855,2024-01-13,2026-01-02,2024-01-03,49479,80220,5432,31544,2,24,5,11,30,Residential,Expired,Monthly
951,1969,17,610,2021-02-27,2022-01-23,2021-02-17,67314,180389,7424,19967,1,11,5,11,60,Residential,Expired,Quarterly
952,2373,4,956,2023-11-11,2026-10-26,2023-11-01,45474,76811,5014,10298,1,36,5,6,30,Commercial,Active,Quarterly
953,197,11,268,2021-02-03,2024-01-19,2021-01-24,65707,165297,6059,25353,1,36,5,6,60,Residential,Active,Monthly
954,4717,95,164,2022-03-23,2024-03-12,2022-03-13,48208,94115,2727,22880,1,24,10,6,30,Residential,Active,Monthly
955,224,83,70,2023-01-24,2026-01-08,2023-01-14,56399,193371,6357,10384,1,36,10,6,30,Commercial,Expired,Monthly
956,4041,81,369,2023-05-19,2025-05-08,2023-05-09,25955,47248,3138,34556,1,24,5,6,60,Residential,Active,Quarterly
957,2994,91,472,2024-11-12,2027-10-28,2024-11-02,50753,129234,6401,39048,2,36,5,6,30,Residential,Active,Monthly
958,3978,15,52,2021-04-02,2024-03-17,2021-03-23,26004,135214,3459,15256,1,36,10,6,30,Commercial,Expired,Monthly
959,4614,38,206,2023-02-23,2024-01-19,2023-02-13,16111,31229,2977,44618,1,11,10,6,60,Residential,Active,Monthly
960,1082,59,715,2022-07-09,2024-06-28,2022-06-29,64612,105173,2789,27355,1,24,10,6,30,Residential,Active,Quarterly
961,1658,78,227,2024-04-15,2026-04-05,2024-04-05,63489,83026,3450,14476,2,24,10,11,60,Residential,Expired,Quarterly
962,974,5,958,2021-01-02,2022-12-23,2020-12-23,26858,128835,3139,30791,2,24,5,11,60,Residential,Active,Monthly
963,4743,42,660,2024-05-08,2025-04-03,2024-04-28,20283,110492,2067,14138,2,11,10,11,60,Residential,Active,Monthly
964,2539,46,810,2024-05-05,2025-03-31,2024-04-25,22849,83518,5185,11202,2,11,10,11,60,Commercial,Active,Monthly
965,1971,63,997,2024-11-23,2027-11-08,2024-11-13,40469,44252,7719,45797,1,36,5,11,60,Commercial,Expired,Quarterly
966,3659,18,871,2021-12-28,2024-12-12,2021-12-18,58613,172334,5035,31226,1,36,5,6,30,Residential,Expired,Quarterly
967,253,27,583,2021-05-26,2022-04-21,2021-05-16,54296,70071,4833,27978,1,11,10,6,60,Commercial,Active,Quarterly
968,3646,21,551,2021-06-03,2022-04-29,2021-05-24,30575,51343,2272,18134,2,11,10,6,30,Residential,Expired,Quarterly
969,738,48,756,2022-11-22,2024-11-11,2022-11-12,46351,143981,6349,39402,2,24,10,11,60,Residential,Active,Quarterly
970,1931,96,385,2024-11-13,2025-10-09,2024-11-03,63349,63862,5028,48217,1,11,5,6,60,Residential,Expired,Quarterly
971,4335,57,481,2023-05-08,2025-04-27,2023-04-28,16400,67988,6187,17670,2,24,5,6,30,Residential,Active,Monthly
972,2438,4,325,2021-06-06,2024-05-21,2021-05-27,39247,112134,4196,26605,2,36,10,6,60,Commercial,Expired,Quarterly
973,3061,14,184,2021-12-21,2022-11-16,2021-12-11,66908,141829,4321,30437,2,11,5,11,60,Residential,Expired,Quarterly
974,3989,59,218,2024-10-07,2026-09-27,2024-09-27,36382,129890,7240,31755,1,24,5,11,30,Residential,Expired,Quarterly
975,4947,17,686,2021-10-28,2022-09-23,2021-10-18,59800,157356,6036,48370,2,11,5,11,60,Commercial,Expired,Monthly
976,2767,91,488,2021-03-01,2023-02-19,2021-02-19,58542,174690,6265,28002,1,24,5,6,60,Residential,Expired,Quarterly
977,3859,98,469,2024-05-06,2025-04-01,2024-04-26,15636,78299,4041,26386,2,11,10,11,60,Commercial,Expired,Monthly
978,1962,71,991,2021-07-26,2023-07-16,2021-07-16,60430,71528,3113,14422,1,24,10,6,60,Commercial,Expired,Quarterly
979,696,95,5,2022-09-22,2024-09-11,2022-09-12,34561,135708,4164,25323,1,24,5,11,30,Commercial,Expired,Quarterly
980,1553,51,472,2021-03-26,2022-02-19,2021-03-16,67912,180283,5506,42572,2,11,10,11,60,Commercial,Active,Monthly
981,3404,46,581,2021-09-29,2024-09-13,2021-09-19,68896,111496,4251,42322,2,36,5,6,30,Residential,Active,Monthly
982,421,88,838,2024-06-28,2025-05-24,2024-06-18,23386,171753,7804,42293,2,11,10,6,60,Commercial,Expired,Monthly
983,3133,48,519,2021-02-08,2023-01-29,2021-01-29,38231,163036,3136,14141,2,24,5,11,60,Commercial,Expired,Quarterly
984,1407,45,189,2022-01-20,2022-12-16,2022-01-10,66613,99352,6087,40149,2,11,10,6,60,Commercial,Expired,Quarterly
985,1892,79,852,2022-07-14,2024-07-03,2022-07-04,34179,168952,3820,21265,1,24,5,6,30,Commercial,Active,Monthly
986,3667,42,789,2021-02-12,2023-02-02,2021-02-02,34698,172197,2231,43486,1,24,5,11,60,Residential,Expired,Quarterly
987,3413,48,624,2023-06-03,2025-05-23,2023-05-24,47571,42993,6213,35713,2,24,5,11,60,Commercial,Active,Monthly
988,3109,91,269,2024-12-21,2027-12-06,2024-12-11,31339,175086,4921,27718,2,36,10,11,60,Commercial,Expired,Quarterly
989,63,46,506,2024-06-06,2025-05-02,2024-05-27,21432,116517,6030,21255,1,11,5,6,30,Commercial,Active,Quarterly
990,86,93,659,2024-04-23,2027-04-08,2024-04-13,28404,53960,2134,29478,2,36,5,6,30,Commercial,Active,Quarterly
991,3428,91,633,2023-09-30,2025-09-19,2023-09-20,67610,159388,7666,11684,1,24,5,11,60,Commercial,Active,Monthly
992,2266,41,791,2022-11-25,2024-11-14,2022-11-15,25517,60391,6877,28329,1,24,5,6,30,Commercial,Active,Quarterly
993,3684,28,402,2021-06-30,2022-05-26,2021-06-20,63367,116117,5013,30871,2,11,10,11,60,Commercial,Expired,Monthly
994,1029,9,42,2024-11-17,2025-10-13,2024-11-07,29195,68619,6350,22095,2,11,10,6,60,Residential,Expired,Monthly
995,103,45,253,2022-04-15,2024-04-04,2022-04-05,64747,164040,7925,45556,1,24,10,6,30,Commercial,Expired,Monthly
996,490,91,969,2024-04-30,2026-04-20,2024-04-20,17395,88987,2191,15760,2,24,10,11,60,Residential,Active,Quarterly
997,721,45,870,2021-11-18,2024-11-02,2021-11-08,36433,35974,5793,22769,2,36,10,6,30,Residential,Expired,Quarterly
998,1766,82,482,2021-08-24,2022-07-20,2021-08-14,49758,44039,6726,38481,2,11,5,11,30,Commercial,Expired,Monthly
999,3629,44,354,2024-01-14,2026-12-29,2024-01-04,45879,55496,7376,42879,2,36,10,6,30,Residential,Active,Monthly
1000,759,98,66,2022-11-16,2025-10-31,2022-11-06,48082,170499,7432,12568,2,36,10,6,60,Residential,Expired,Quarterly
1001,446,50,592,2021-02-03,2021-12-30,2021-01-24,47687,114581,6988,37495,2,11,5,11,60,Residential,Expired,Monthly
1002,1005,68,590,2021-04-14,2023-04-04,2021-04-04,27510,115779,2910,34207,2,24,5,11,60,Commercial,Expired,Quarterly
1003,251,84,812,2022-12-24,2024-12-13,2022-12-14,59013,180159,6328,41424,2,24,5,6,60,Commercial,Expired,Monthly
1004,3812,8,875,2023-11-21,2026-11-05,2023-11-11,21436,130339,6172,12059,1,36,10,6,30,Commercial,Expired,Monthly
1005,2315,39,615,2021-09-25,2024-09-09,2021-09-15,15015,39802,4422,40830,2,36,5,11,60,Residential,Expired,Quarterly
1006,4431,34,632,2024-03-25,2027-03-10,2024-03-15,44897,44260,2612,33436,2,36,5,6,30,Commercial,Active,Quarterly
1007,2691,87,246,2023-12-24,2026-12-08,2023-12-14,56044,190436,7141,33191,2,36,5,6,30,Residential,Expired,Quarterly
1008,4758,88,219,2021-02-09,2023-01-30,2021-01-30,49335,36393,5375,47314,1,24,5,11,60,Residential,Expired,Quarterly
1009,1968,23,529,2023-03-18,2026-03-02,2023-03-08,48751,196801,2709,16108,1,36,10,6,60,Commercial,Active,Quarterly
1010,1726,94,527,2023-07-06,2026-06-20,2023-06-26,36946,80755,7421,21274,2,36,5,11,30,Residential,Active,Monthly
1011,3297,86,724,2021-04-20,2024-04-04,2021-04-10,25886,172967,6935,14787,1,36,10,6,60,Commercial,Expired,Monthly
1012,1727,55,23,2021-11-29,2023-11-19,2021-11-19,28425,121393,2363,35902,1,24,10,6,30,Residential,Active,Quarterly
1013,3512,82,855,2022-10-12,2025-09-26,2022-10-02,54290,125867,3571,27082,2,36,10,11,30,Commercial,Expired,Quarterly
1014,2190,47,71,2021-01-11,2023-12-27,2021-01-01,44857,88675,3162,40252,2,36,10,6,60,Residential,Expired,Monthly
1015,736,63,974,2023-08-28,2025-08-17,2023-08-18,66111,88006,6062,47798,2,24,5,11,60,Residential,Active,Monthly
1016,4293,41,761,2021-01-19,2024-01-04,2021-01-09,61925,40927,7348,32744,2,36,10,11,30,Commercial,Active,Monthly
1017,724,63,905,2021-02-26,2024-02-11,2021-02-16,57790,184851,3129,39191,1,36,5,11,30,Commercial,Expired,Quarterly
1018,3268,10,186,2022-09-13,2024-09-02,2022-09-03,53336,125021,5712,17004,1,24,10,6,60,Commercial,Expired,Monthly
1019,334,6,173,2023-12-31,2025-12-20,2023-12-21,23896,48783,4241,44927,1,24,10,6,60,Commercial,Expired,Monthly
1020,4010,18,705,2022-09-03,2023-07-30,2022-08-24,56893,56520,4310,30282,1,11,10,6,60,Residential,Active,Monthly
1021,1102,27,154,2024-02-04,2027-01-19,2024-01-25,38571,124860,4264,28477,1,36,5,6,30,Commercial,Expired,Quarterly
1022,314,1,193,2022-04-10,2024-03-30,2022-03-31,17269,57940,6092,38254,2,24,10,11,60,Commercial,Active,Quarterly
1023,4187,52,237,2024-11-03,2027-10-19,2024-10-24,40519,172698,5381,29532,1,36,10,11,60,Residential,Expired,Monthly
1024,43,9,269,2024-05-10,2025-04-05,2024-04-30,16501,54004,2886,22147,1,11,5,11,30,Commercial,Expired,Monthly
1025,53,18,328,2023-10-01,2025-09-20,2023-09-21,54346,129921,7762,48327,1,24,10,11,30,Commercial,Expired,Quarterly
1026,3993,55,898,2022-08-08,2025-07-23,2022-07-29,25509,62525,2351,29950,2,36,10,11,60,Residential,Expired,Monthly
1027,134,82,270,2024-05-23,2025-04-18,2024-05-13,46734,171616,4818,33065,2,11,5,6,30,Residential,Expired,Quarterly
1028,3116,88,92,2023-11-30,2026-11-14,2023-11-20,25155,56239,3810,26230,2,36,10,6,30,Commercial,Expired,Quarterly
1029,4772,30,91,2023-11-14,2026-10-29,2023-11-04,49026,75041,5960,16031,2,36,5,6,30,Commercial,Active,Quarterly
1030,2295,39,654,2024-11-03,2027-10-19,2024-10-24,37260,104482,7661,48674,1,36,10,11,60,Commercial,Expired,Quarterly
1031,1298,25,225,2023-04-20,2024-03-15,2023-04-10,24420,141955,6084,18855,2,11,5,11,60,Residential,Active,Quarterly
1032,1582,71,663,2024-09-04,2027-08-20,2024-08-25,65704,144815,4421,15101,1,36,5,11,60,Commercial,Active,Monthly
1033,1869,16,537,2024-03-30,2027-03-15,2024-03-20,67433,55811,2005,29611,2,36,10,6,60,Residential,Active,Quarterly
1034,496,76,871,2022-02-26,2023-01-22,2022-02-16,38221,125023,5441,28915,1,11,5,11,60,Commercial,Expired,Monthly
1035,1755,81,93,2021-11-12,2022-10-08,2021-11-02,61980,58482,3664,16842,2,11,5,11,30,Commercial,Expired,Quarterly
1036,1854,58,756,2022-07-12,2025-06-26,2022-07-02,24158,177895,7479,13632,2,36,10,6,60,Commercial,Active,Monthly
1037,2142,90,520,2021-03-22,2023-03-12,2021-03-12,66141,123575,5123,15748,2,24,5,6,60,Commercial,Expired,Quarterly
1038,4256,89,155,2022-03-26,2023-02-19,2022-03-16,55439,71099,6234,24298,2,11,10,11,60,Commercial,Expired,Monthly
1039,468,23,775,2024-04-03,2027-03-19,2024-03-24,23700,110173,7157,41182,2,36,10,11,60,Residential,Expired,Monthly
1040,2844,80,427,2021-09-30,2022-08-26,2021-09-20,58545,130926,2712,46599,2,11,5,11,60,Commercial,Expired,Monthly
1041,4960,13,214,2024-01-27,2026-01-16,2024-01-17,62295,142496,5891,48030,2,24,10,11,60,Commercial,Active,Monthly
1042,1618,11,944,2023-04-13,2026-03-28,2023-04-03,53613,66744,7037,27834,2,36,10,11,60,Residential,Active,Monthly
1043,443,60,657,2023-11-26,2025-11-15,2023-11-16,52826,190150,2716,20218,1,24,10,11,30,Commercial,Active,Quarterly
1044,3282,64,697,2023-07-14,2024-06-08,2023-07-04,26775,190056,4081,11752,2,11,10,11,60,Commercial,Expired,Monthly
1045,3432,44,540,2024-12-06,2027-11-21,2024-11-26,35373,179934,6317,24178,1,36,10,11,30,Commercial,Expired,Monthly
1046,2217,82,699,2024-08-02,2026-07-23,2024-07-23,16533,61338,7416,14100,1,24,10,11,30,Commercial,Active,Monthly
1047,1838,99,173,2022-03-22,2023-02-15,2022-03-12,16751,45267,3790,26477,1,11,10,6,30,Commercial,Active,Monthly
1048,1152,79,129,2022-08-19,2025-08-03,2022-08-09,20513,49485,4439,18101,1,36,5,6,60,Residential,Active,Monthly
1049,2134,87,773,2021-07-03,2022-05-29,2021-06-23,58157,185721,3298,16992,1,11,10,11,30,Residential,Expired,Monthly
1050,2062,47,259,2021-11-06,2024-10-21,2021-10-27,54707,143829,2000,45463,2,36,5,11,30,Commercial,Expired,Quarterly
1051,2777,61,910,2023-03-01,2026-02-13,2023-02-19,20617,79702,4341,40623,2,36,10,6,60,Commercial,Active,Quarterly
1052,4099,2,506,2022-09-17,2023-08-13,2022-09-07,50737,127550,4009,44039,1,11,5,11,30,Residential,Expired,Monthly
1053,4046,99,109,2021-07-30,2022-06-25,2021-07-20,45979,181005,5670,16566,2,11,10,6,30,Residential,Active,Monthly
1054,1232,88,632,2022-09-26,2023-08-22,2022-09-16,60134,132934,4714,14772,2,11,5,11,30,Commercial,Expired,Monthly
1055,831,94,834,2023-12-17,2024-11-11,2023-12-07,56996,94146,2867,21137,2,11,10,6,60,Commercial,Active,Quarterly
1056,3702,96,420,2021-04-12,2023-04-02,2021-04-02,35040,156706,3808,48470,1,24,10,6,60,Commercial,Expired,Quarterly
1057,2876,86,971,2023-12-18,2026-12-02,2023-12-08,27965,144347,3811,31342,2,36,10,11,30,Commercial,Active,Quarterly
1058,2516,26,700,2021-03-01,2022-01-25,2021-02-19,15654,143420,2486,32149,1,11,10,6,60,Residential,Active,Quarterly
1059,2783,14,1000,2022-03-18,2024-03-07,2022-03-08,15005,190228,6026,25682,2,24,5,11,30,Commercial,Expired,Quarterly
1060,4529,38,589,2022-05-31,2025-05-15,2022-05-21,25179,178724,4630,38409,2,36,10,6,30,Commercial,Active,Quarterly
1061,1349,64,488,2021-06-12,2022-05-08,2021-06-02,35273,98596,6227,12514,1,11,5,6,60,Commercial,Expired,Quarterly
1062,2982,62,818,2021-01-07,2022-12-28,2020-12-28,39582,199711,3650,16045,1,24,5,11,30,Commercial,Expired,Monthly
1063,1486,45,583,2022-12-29,2025-12-13,2022-12-19,45173,112998,2703,44292,2,36,10,6,60,Residential,Active,Quarterly
1064,4742,67,102,2022-08-12,2024-08-01,2022-08-02,55758,140236,5463,15066,1,24,10,6,60,Commercial,Active,Monthly
1065,2947,56,859,2023-10-07,2025-09-26,2023-09-27,22848,161253,5435,27733,2,24,5,11,30,Residential,Active,Monthly
1066,203,6,941,2024-11-23,2026-11-13,2024-11-13,30228,69473,3512,48494,1,24,10,11,60,Commercial,Active,Quarterly
1067,464,96,34,2024-10-03,2025-08-29,2024-09-23,62513,138288,7616,27177,2,11,5,11,60,Residential,Expired,Monthly
1068,445,48,301,2024-07-15,2027-06-30,2024-07-05,21898,117312,5114,18800,1,36,5,11,60,Residential,Active,Monthly
1069,1261,52,489,2022-05-11,2024-04-30,2022-05-01,59698,193536,4308,12647,2,24,5,11,60,Residential,Expired,Quarterly
1070,1660,5,354,2024-10-19,2027-10-04,2024-10-09,25092,60533,6352,49998,2,36,10,6,60,Residential,Active,Quarterly
1071,3471,21,833,2024-02-17,2025-01-12,2024-02-07,40017,75094,5368,40856,1,11,10,6,30,Commercial,Active,Monthly
1072,1262,93,69,2023-01-12,2023-12-08,2023-01-02,27401,41279,6611,23675,2,11,10,11,30,Residential,Active,Quarterly
1073,1836,85,663,2022-10-01,2025-09-15,2022-09-21,35708,43484,3354,24098,1,36,10,6,60,Commercial,Active,Quarterly
1074,4005,68,662,2021-07-07,2022-06-02,2021-06-27,67907,46180,6910,22597,1,11,5,6,60,Commercial,Active,Monthly
1075,1717,18,989,2022-06-06,2024-05-26,2022-05-27,46264,199976,7734,35097,1,24,10,11,30,Residential,Expired,Quarterly
1076,2691,49,616,2022-11-21,2023-10-17,2022-11-11,48182,124962,2594,40102,2,11,10,6,30,Commercial,Expired,Monthly
1077,4979,70,874,2023-05-30,2025-05-19,2023-05-20,15229,76473,5433,39024,2,24,5,6,60,Residential,Active,Quarterly
1078,4753,72,203,2023-11-25,2024-10-20,2023-11-15,43431,130665,5439,14860,1,11,5,11,30,Commercial,Active,Quarterly
1079,3505,99,454,2022-02-06,2023-01-02,2022-01-27,20246,173614,5954,25291,1,11,10,6,60,Commercial,Active,Quarterly
1080,26,52,968,2021-08-31,2022-07-27,2021-08-21,18995,182292,2921,28296,1,11,5,11,30,Residential,Active,Quarterly
1081,4645,54,738,2023-06-01,2025-05-21,2023-05-22,45123,94379,6990,30880,2,24,10,6,30,Residential,Active,Quarterly
1082,2839,36,36,2023-07-07,2024-06-01,2023-06-27,19832,132311,7404,11186,1,11,5,11,30,Residential,Active,Quarterly
1083,2253,88,209,2024-01-21,2024-12-16,2024-01-11,57535,127258,3105,17652,1,11,10,6,60,Residential,Expired,Quarterly
1084,3911,98,26,2023-04-28,2024-03-23,2023-04-18,31728,119417,5275,33453,1,11,10,11,30,Commercial,Active,Quarterly
1085,3099,84,404,2022-12-10,2025-11-24,2022-11-30,28606,46941,7698,43427,1,36,5,6,30,Commercial,Active,Quarterly
1086,1942,10,421,2024-09-08,2027-08-24,2024-08-29,24910,190917,2833,48091,2,36,10,11,60,Commercial,Expired,Quarterly
1087,4162,8,133,2023-02-19,2026-02-03,2023-02-09,59740,198133,7258,20959,1,36,10,6,60,Residential,Expired,Quarterly
1088,3031,33,235,2023-01-23,2026-01-07,2023-01-13,49434,182613,2651,37262,1,36,10,6,30,Residential,Expired,Quarterly
1089,4574,81,923,2022-06-17,2025-06-01,2022-06-07,56745,188017,2782,28561,1,36,5,11,30,Residential,Active,Monthly
1090,4385,67,500,2024-08-24,2026-08-14,2024-08-14,40622,149766,6649,13604,2,24,5,6,60,Residential,Expired,Monthly
1091,2911,48,889,2022-03-29,2024-03-18,2022-03-19,35250,154370,4727,44406,2,24,5,6,30,Commercial,Active,Monthly
1092,4950,70,28,2024-09-02,2027-08-18,2024-08-23,22999,188758,4269,33019,1,36,10,11,30,Commercial,Expired,Quarterly
1093,6,90,798,2021-06-28,2023-06-18,2021-06-18,62157,172513,6607,10967,2,24,5,6,60,Residential,Active,Monthly
1094,2568,41,213,2022-02-11,2023-01-07,2022-02-01,65801,35552,2084,27963,2,11,10,6,30,Commercial,Expired,Quarterly
1095,4376,72,321,2021-05-02,2024-04-16,2021-04-22,49550,141299,6968,15436,2,36,10,11,60,Commercial,Active,Monthly
1096,2327,31,791,2022-01-19,2025-01-03,2022-01-09,38711,77097,5049,25786,1,36,10,11,30,Commercial,Expired,Quarterly
1097,2944,72,836,2023-10-14,2024-09-08,2023-10-04,57635,88706,6077,13649,1,11,5,11,60,Residential,Active,Quarterly
1098,4890,50,559,2022-02-25,2024-02-15,2022-02-15,69356,152557,6058,26404,1,24,10,11,30,Commercial,Expired,Quarterly
1099,4793,67,870,2021-03-22,2023-03-12,2021-03-12,67184,188393,4389,12603,1,24,5,6,30,Commercial,Expired,Quarterly
1100,3903,49,158,2024-11-04,2027-10-20,2024-10-25,55814,114089,6503,46877,1,36,5,11,60,Residential,Expired,Monthly
1101,1265,94,171,2024-03-28,2026-03-18,2024-03-18,44562,120535,3288,29927,2,24,5,11,30,Commercial,Expired,Monthly
1102,50,4,983,2022-02-08,2025-01-23,2022-01-29,25667,194442,4363,13723,1,36,5,6,60,Commercial,Expired,Quarterly
1103,4403,87,886,2021-12-20,2023-12-10,2021-12-10,41386,113427,2945,30156,2,24,5,6,30,Commercial,Active,Quarterly
1104,2089,62,659,2024-10-29,2027-10-14,2024-10-19,39777,161949,2929,45643,2,36,5,11,30,Residential,Expired,Quarterly
1105,3123,54,427,2021-12-20,2023-12-10,2021-12-10,43709,90477,7640,43027,2,24,5,6,60,Commercial,Active,Quarterly
1106,3939,53,765,2024-05-23,2025-04-18,2024-05-13,59839,52467,2320,32486,2,11,5,6,30,Commercial,Active,Quarterly
1107,1487,17,864,2023-05-05,2024-03-30,2023-04-25,30026,107570,5753,41074,1,11,5,11,30,Commercial,Expired,Monthly
1108,1047,30,337,2023-11-23,2025-11-12,2023-11-13,57783,126782,7135,25687,2,24,10,11,30,Commercial,Active,Quarterly
1109,3097,10,782,2022-01-19,2024-01-09,2022-01-09,50442,131282,3084,10256,1,24,5,11,30,Residential,Expired,Monthly
1110,4926,76,634,2022-10-20,2023-09-15,2022-10-10,69082,156796,4321,28007,2,11,10,6,60,Residential,Expired,Quarterly
1111,4892,6,885,2021-11-29,2022-10-25,2021-11-19,30868,146010,3623,18580,2,11,5,6,30,Residential,Expired,Monthly
1112,1560,55,82,2021-11-20,2023-11-10,2021-11-10,64651,83438,3641,43790,2,24,5,11,30,Commercial,Expired,Quarterly
1113,2130,83,26,2023-08-18,2026-08-02,2023-08-08,55329,148797,4796,32191,1,36,10,11,30,Commercial,Expired,Monthly
1114,2605,60,185,2023-09-12,2024-08-07,2023-09-02,16626,30051,6433,18784,2,11,10,11,60,Commercial,Expired,Quarterly
1115,1266,77,288,2021-03-03,2024-02-16,2021-02-21,55016,171181,7438,27516,1,36,5,11,30,Commercial,Expired,Monthly
1116,767,50,161,2024-01-24,2024-12-19,2024-01-14,32060,132319,2837,47640,2,11,10,11,30,Commercial,Active,Monthly
1117,1350,39,945,2023-11-05,2026-10-20,2023-10-26,23355,72821,7687,28670,2,36,10,6,30,Commercial,Expired,Quarterly
1118,3331,53,319,2021-07-06,2022-06-01,2021-06-26,41894,157323,5311,23241,1,11,5,11,60,Residential,Active,Quarterly
1119,3951,69,323,2024-10-07,2026-09-27,2024-09-27,59340,140523,6694,11952,2,24,5,6,60,Residential,Expired,Quarterly
1120,3804,64,565,2022-03-11,2024-02-29,2022-03-01,39476,155468,6847,24297,2,24,5,11,60,Residential,Active,Monthly
1121,46,50,192,2021-02-07,2022-01-03,2021-01-28,39826,76715,7086,11232,2,11,10,11,60,Residential,Active,Quarterly
1122,4231,47,566,2021-07-19,2023-07-09,2021-07-09,36697,91442,7704,26175,1,24,5,11,60,Commercial,Active,Monthly
1123,168,58,51,2022-07-28,2024-07-17,2022-07-18,56042,179361,2557,41261,2,24,10,6,30,Residential,Expired,Monthly
1124,1405,67,747,2023-06-07,2026-05-22,2023-05-28,21962,117674,4576,36321,1,36,10,11,30,Residential,Expired,Monthly
1125,730,19,63,2021-02-26,2024-02-11,2021-02-16,26190,155220,2155,25765,1,36,10,11,30,Commercial,Expired,Quarterly
1126,4615,14,188,2024-11-10,2027-10-26,2024-10-31,46033,58565,3441,17887,1,36,10,11,60,Commercial,Active,Monthly
1127,3236,10,743,2022-05-05,2023-03-31,2022-04-25,23909,172743,6981,49052,1,11,5,11,60,Commercial,Expired,Monthly
1128,1820,17,646,2022-09-12,2023-08-08,2022-09-02,23434,99334,4994,22793,2,11,5,11,30,Residential,Active,Quarterly
